{'loss': 79.0997, 'learning_rate': 9.168303863785199e-06, 'epoch': 0.04}
{'loss': 3.6062, 'learning_rate': 0.0006484028232554755, 'epoch': 4.99}
{'loss': 3.7738, 'learning_rate': 0.0006473841228261661, 'epoch': 5.03}
{'loss': 3.6631, 'learning_rate': 0.0006463654223968566, 'epoch': 5.07}
{'loss': 3.6598, 'learning_rate': 0.0006453467219675471, 'epoch': 5.11}
{'loss': 3.5791, 'learning_rate': 0.0006443280215382377, 'epoch': 5.15}
{'loss': 3.6161, 'learning_rate': 0.0006433093211089282, 'epoch': 5.19}
{'loss': 3.5885, 'learning_rate': 0.0006422906206796187, 'epoch': 5.23}
{'loss': 3.4634, 'learning_rate': 0.0006412719202503092, 'epoch': 5.27}
{'loss': 3.4857, 'learning_rate': 0.0006402532198209998, 'epoch': 5.3}
{'loss': 3.3416, 'learning_rate': 0.0006392345193916903, 'epoch': 5.34}
{'loss': 3.3111, 'learning_rate': 0.0006382158189623808, 'epoch': 5.38}
{'loss': 3.2939, 'learning_rate': 0.0006371971185330713, 'epoch': 5.42}
{'loss': 3.4437, 'learning_rate': 0.000636178418103762, 'epoch': 5.46}
{'loss': 3.3005, 'learning_rate': 0.0006351597176744525, 'epoch': 5.5}
{'loss': 3.4232, 'learning_rate': 0.000634141017245143, 'epoch': 5.54}
{'loss': 3.3199, 'learning_rate': 0.0006331223168158335, 'epoch': 5.58}
{'loss': 3.2057, 'learning_rate': 0.000632103616386524, 'epoch': 5.62}
{'loss': 3.2677, 'learning_rate': 0.0006310849159572147, 'epoch': 5.66}
{'loss': 3.3324, 'learning_rate': 0.0006300662155279052, 'epoch': 5.7}
{'loss': 3.3114, 'learning_rate': 0.0006290475150985957, 'epoch': 5.74}
{'loss': 3.288, 'learning_rate': 0.0006280288146692862, 'epoch': 5.78}
{'loss': 3.3086, 'learning_rate': 0.0006270101142399767, 'epoch': 5.82}
{'loss': 3.3311, 'learning_rate': 0.0006259914138106673, 'epoch': 5.85}
{'loss': 3.1886, 'learning_rate': 0.0006249727133813578, 'epoch': 5.89}
{'eval_loss': 4.402122974395752, 'eval_runtime': 42.4468, 'eval_samples_per_second': 18.093, 'eval_steps_per_second': 0.047, 'epoch': 5.89}
{'loss': 3.2069, 'learning_rate': 0.0006239540129520483, 'epoch': 5.93}
{'loss': 3.5402, 'learning_rate': 0.0006229353125227388, 'epoch': 5.97}
{'loss': 3.6245, 'learning_rate': 0.0006219166120934294, 'epoch': 6.01}
{'loss': 3.5844, 'learning_rate': 0.0006208979116641199, 'epoch': 6.05}
{'loss': 3.5859, 'learning_rate': 0.0006198792112348104, 'epoch': 6.09}
{'loss': 3.533, 'learning_rate': 0.0006188605108055009, 'epoch': 6.13}
{'loss': 3.3833, 'learning_rate': 0.0006178418103761914, 'epoch': 6.17}
{'loss': 3.4748, 'learning_rate': 0.000616823109946882, 'epoch': 6.21}
{'loss': 3.3661, 'learning_rate': 0.0006158044095175726, 'epoch': 6.25}
{'loss': 3.3132, 'learning_rate': 0.0006147857090882631, 'epoch': 6.29}
{'loss': 3.3468, 'learning_rate': 0.0006137670086589536, 'epoch': 6.33}
{'loss': 3.2081, 'learning_rate': 0.0006127483082296442, 'epoch': 6.37}
{'loss': 3.1921, 'learning_rate': 0.0006117296078003348, 'epoch': 6.4}
{'loss': 3.3393, 'learning_rate': 0.0006107109073710253, 'epoch': 6.44}
{'loss': 3.2466, 'learning_rate': 0.0006096922069417158, 'epoch': 6.48}
{'loss': 3.268, 'learning_rate': 0.0006086735065124063, 'epoch': 6.52}
{'loss': 3.3382, 'learning_rate': 0.0006076548060830969, 'epoch': 6.56}
{'loss': 3.1669, 'learning_rate': 0.0006066361056537874, 'epoch': 6.6}
{'loss': 3.1666, 'learning_rate': 0.0006056174052244779, 'epoch': 6.64}
{'loss': 3.1909, 'learning_rate': 0.0006045987047951684, 'epoch': 6.68}
{'loss': 3.327, 'learning_rate': 0.000603580004365859, 'epoch': 6.72}
{'loss': 3.1917, 'learning_rate': 0.0006025613039365495, 'epoch': 6.76}
{'loss': 3.2113, 'learning_rate': 0.00060154260350724, 'epoch': 6.8}
{'loss': 3.2759, 'learning_rate': 0.0006005239030779305, 'epoch': 6.84}
{'loss': 3.113, 'learning_rate': 0.000599505202648621, 'epoch': 6.88}
{'loss': 3.1227, 'learning_rate': 0.0005984865022193116, 'epoch': 6.92}
{'loss': 3.3462, 'learning_rate': 0.0005974678017900022, 'epoch': 6.95}
{'loss': 3.4657, 'learning_rate': 0.0005964491013606927, 'epoch': 6.99}
{'loss': 3.6209, 'learning_rate': 0.0005954304009313832, 'epoch': 7.03}
{'loss': 3.4556, 'learning_rate': 0.0005944117005020738, 'epoch': 7.07}
{'loss': 3.3901, 'learning_rate': 0.0005933930000727643, 'epoch': 7.11}
{'loss': 3.2733, 'learning_rate': 0.0005923742996434548, 'epoch': 7.15}
{'loss': 3.3549, 'learning_rate': 0.0005913555992141454, 'epoch': 7.19}
{'loss': 3.3421, 'learning_rate': 0.000590336898784836, 'epoch': 7.23}
{'loss': 3.1759, 'learning_rate': 0.0005893181983555265, 'epoch': 7.27}
{'loss': 3.2641, 'learning_rate': 0.000588299497926217, 'epoch': 7.31}
{'loss': 3.1456, 'learning_rate': 0.0005872807974969075, 'epoch': 7.35}
{'loss': 3.1704, 'learning_rate': 0.000586262097067598, 'epoch': 7.39}
{'loss': 3.1447, 'learning_rate': 0.0005852433966382886, 'epoch': 7.43}
{'loss': 3.2712, 'learning_rate': 0.0005842246962089791, 'epoch': 7.47}
{'loss': 3.161, 'learning_rate': 0.0005832059957796696, 'epoch': 7.5}
{'loss': 3.2888, 'learning_rate': 0.0005821872953503601, 'epoch': 7.54}
{'loss': 3.1628, 'learning_rate': 0.0005811685949210508, 'epoch': 7.58}
{'loss': 3.0638, 'learning_rate': 0.0005801498944917413, 'epoch': 7.62}
{'loss': 3.1211, 'learning_rate': 0.0005791311940624318, 'epoch': 7.66}
{'loss': 3.2231, 'learning_rate': 0.0005781124936331223, 'epoch': 7.7}
{'loss': 3.1597, 'learning_rate': 0.0005770937932038128, 'epoch': 7.74}
{'loss': 3.1588, 'learning_rate': 0.0005760750927745034, 'epoch': 7.78}
{'loss': 3.1794, 'learning_rate': 0.0005750563923451939, 'epoch': 7.82}
{'loss': 3.1544, 'learning_rate': 0.0005740376919158844, 'epoch': 7.86}
{'eval_loss': 4.369085788726807, 'eval_runtime': 42.6924, 'eval_samples_per_second': 17.989, 'eval_steps_per_second': 0.047, 'epoch': 7.86}
{'loss': 3.0583, 'learning_rate': 0.0005730189914865749, 'epoch': 7.9}
{'loss': 3.1085, 'learning_rate': 0.0005720002910572656, 'epoch': 7.94}
{'loss': 3.3885, 'learning_rate': 0.0005709815906279561, 'epoch': 7.98}
{'loss': 3.5365, 'learning_rate': 0.0005699628901986466, 'epoch': 8.02}
{'loss': 3.3742, 'learning_rate': 0.0005689441897693371, 'epoch': 8.06}
{'loss': 3.3119, 'learning_rate': 0.0005679254893400276, 'epoch': 8.09}
{'loss': 3.2686, 'learning_rate': 0.0005669067889107182, 'epoch': 8.13}
{'loss': 3.1908, 'learning_rate': 0.0005658880884814087, 'epoch': 8.17}
{'loss': 3.2808, 'learning_rate': 0.0005648693880520993, 'epoch': 8.21}
{'loss': 3.1927, 'learning_rate': 0.0005638506876227898, 'epoch': 8.25}
{'loss': 3.1284, 'learning_rate': 0.0005628319871934804, 'epoch': 8.29}
{'loss': 3.1826, 'learning_rate': 0.0005618132867641709, 'epoch': 8.33}
{'loss': 3.0782, 'learning_rate': 0.0005607945863348614, 'epoch': 8.37}
{'loss': 3.0517, 'learning_rate': 0.0005597758859055519, 'epoch': 8.41}
{'loss': 3.2231, 'learning_rate': 0.0005587571854762424, 'epoch': 8.45}
{'loss': 3.0918, 'learning_rate': 0.000557738485046933, 'epoch': 8.49}
{'loss': 3.1647, 'learning_rate': 0.0005567197846176235, 'epoch': 8.53}
{'loss': 3.1965, 'learning_rate': 0.000555701084188314, 'epoch': 8.57}
{'loss': 3.0334, 'learning_rate': 0.0005546823837590045, 'epoch': 8.61}
{'loss': 3.0538, 'learning_rate': 0.000553663683329695, 'epoch': 8.64}
{'loss': 3.0749, 'learning_rate': 0.0005526449829003856, 'epoch': 8.68}
{'loss': 3.1991, 'learning_rate': 0.0005516262824710762, 'epoch': 8.72}
{'loss': 3.0866, 'learning_rate': 0.0005506075820417667, 'epoch': 8.76}
{'loss': 3.0843, 'learning_rate': 0.0005495888816124572, 'epoch': 8.8}
{'loss': 3.1515, 'learning_rate': 0.0005485701811831478, 'epoch': 8.84}
{'loss': 2.9789, 'learning_rate': 0.0005475514807538384, 'epoch': 8.88}
{'loss': 2.9866, 'learning_rate': 0.0005465327803245289, 'epoch': 8.92}
{'loss': 3.259, 'learning_rate': 0.0005455140798952194, 'epoch': 8.96}
{'loss': 3.3539, 'learning_rate': 0.00054449537946591, 'epoch': 9.0}
{'loss': 3.4435, 'learning_rate': 0.0005434766790366005, 'epoch': 9.04}
{'loss': 3.2282, 'learning_rate': 0.000542457978607291, 'epoch': 9.08}
{'loss': 3.2178, 'learning_rate': 0.0005414392781779815, 'epoch': 9.12}
{'loss': 3.1052, 'learning_rate': 0.000540420577748672, 'epoch': 9.16}
{'loss': 3.223, 'learning_rate': 0.0005394018773193626, 'epoch': 9.19}
{'loss': 3.1836, 'learning_rate': 0.0005383831768900531, 'epoch': 9.23}
{'loss': 3.0359, 'learning_rate': 0.0005373644764607436, 'epoch': 9.27}
{'loss': 3.1525, 'learning_rate': 0.0005363457760314341, 'epoch': 9.31}
{'loss': 3.0013, 'learning_rate': 0.0005353270756021247, 'epoch': 9.35}
{'loss': 3.062, 'learning_rate': 0.0005343083751728152, 'epoch': 9.39}
{'loss': 3.0454, 'learning_rate': 0.0005332896747435057, 'epoch': 9.43}
{'loss': 3.1321, 'learning_rate': 0.0005322709743141963, 'epoch': 9.47}
{'loss': 3.0375, 'learning_rate': 0.0005312522738848868, 'epoch': 9.51}
{'loss': 3.1759, 'learning_rate': 0.0005302335734555774, 'epoch': 9.55}
{'loss': 3.0361, 'learning_rate': 0.0005292148730262679, 'epoch': 9.59}
{'loss': 2.9416, 'learning_rate': 0.0005281961725969584, 'epoch': 9.63}
{'loss': 3.0199, 'learning_rate': 0.000527177472167649, 'epoch': 9.67}
{'loss': 3.129, 'learning_rate': 0.0005261587717383396, 'epoch': 9.71}
{'loss': 3.0319, 'learning_rate': 0.0005251400713090301, 'epoch': 9.74}
{'loss': 3.0458, 'learning_rate': 0.0005241213708797206, 'epoch': 9.78}
{'loss': 3.0824, 'learning_rate': 0.0005231026704504111, 'epoch': 9.82}
{'eval_loss': 4.245682239532471, 'eval_runtime': 46.4713, 'eval_samples_per_second': 16.526, 'eval_steps_per_second': 0.043, 'epoch': 9.82}
{'loss': 2.9995, 'learning_rate': 0.0005220839700211016, 'epoch': 9.86}
{'loss': 2.9411, 'learning_rate': 0.0005210652695917922, 'epoch': 9.9}
{'loss': 3.0407, 'learning_rate': 0.0005200465691624827, 'epoch': 9.94}
{'loss': 3.2296, 'learning_rate': 0.0005190278687331732, 'epoch': 9.98}
{'loss': 3.4252, 'learning_rate': 0.0005180091683038637, 'epoch': 10.02}
{'loss': 3.1421, 'learning_rate': 0.0005169904678745543, 'epoch': 10.06}
{'loss': 3.159, 'learning_rate': 0.0005159717674452449, 'epoch': 10.1}
{'loss': 3.1222, 'learning_rate': 0.0005149530670159354, 'epoch': 10.14}
{'loss': 3.0852, 'learning_rate': 0.0005139343665866259, 'epoch': 10.18}
{'loss': 3.16, 'learning_rate': 0.0005129156661573164, 'epoch': 10.22}
{'loss': 3.0599, 'learning_rate': 0.000511896965728007, 'epoch': 10.26}
{'loss': 3.0062, 'learning_rate': 0.0005108782652986975, 'epoch': 10.29}
{'loss': 3.0614, 'learning_rate': 0.000509859564869388, 'epoch': 10.33}
{'loss': 2.9641, 'learning_rate': 0.0005088408644400785, 'epoch': 10.37}
{'loss': 2.9443, 'learning_rate': 0.0005078221640107692, 'epoch': 10.41}
{'loss': 3.1136, 'learning_rate': 0.0005068034635814597, 'epoch': 10.45}
{'loss': 2.9715, 'learning_rate': 0.0005057847631521502, 'epoch': 10.49}
{'loss': 3.0671, 'learning_rate': 0.0005047660627228407, 'epoch': 10.53}
{'loss': 3.0726, 'learning_rate': 0.0005037473622935312, 'epoch': 10.57}
{'loss': 2.9038, 'learning_rate': 0.0005027286618642218, 'epoch': 10.61}
{'loss': 2.9474, 'learning_rate': 0.0005017099614349123, 'epoch': 10.65}
{'loss': 2.9806, 'learning_rate': 0.0005006912610056028, 'epoch': 10.69}
{'loss': 3.0727, 'learning_rate': 0.0004996725605762934, 'epoch': 10.73}
{'loss': 2.975, 'learning_rate': 0.000498653860146984, 'epoch': 10.77}
{'loss': 2.9849, 'learning_rate': 0.0004976351597176745, 'epoch': 10.81}
{'loss': 3.0366, 'learning_rate': 0.000496616459288365, 'epoch': 10.84}
{'loss': 2.8632, 'learning_rate': 0.0004955977588590555, 'epoch': 10.88}
{'loss': 2.8794, 'learning_rate': 0.000494579058429746, 'epoch': 10.92}
{'loss': 3.1725, 'learning_rate': 0.0004935603580004366, 'epoch': 10.96}
{'loss': 3.2466, 'learning_rate': 0.0004925416575711271, 'epoch': 11.0}
{'loss': 3.201, 'learning_rate': 0.0004915229571418176, 'epoch': 11.04}
{'loss': 3.0921, 'learning_rate': 0.0004905042567125081, 'epoch': 11.08}
{'loss': 3.0958, 'learning_rate': 0.0004894855562831987, 'epoch': 11.12}
{'loss': 2.9762, 'learning_rate': 0.0004884668558538892, 'epoch': 11.16}
{'loss': 3.1347, 'learning_rate': 0.00048744815542457975, 'epoch': 11.2}
{'loss': 3.031, 'learning_rate': 0.0004864294549952703, 'epoch': 11.24}
{'loss': 2.9278, 'learning_rate': 0.0004854107545659608, 'epoch': 11.28}
{'loss': 3.0428, 'learning_rate': 0.00048439205413665137, 'epoch': 11.32}
{'loss': 2.8764, 'learning_rate': 0.00048337335370734195, 'epoch': 11.36}
{'loss': 2.9385, 'learning_rate': 0.00048235465327803247, 'epoch': 11.39}
{'loss': 2.9596, 'learning_rate': 0.000481335952848723, 'epoch': 11.43}
{'loss': 3.0095, 'learning_rate': 0.0004803172524194135, 'epoch': 11.47}
{'loss': 2.9139, 'learning_rate': 0.0004792985519901041, 'epoch': 11.51}
{'loss': 3.0728, 'learning_rate': 0.0004782798515607946, 'epoch': 11.55}
{'loss': 2.9149, 'learning_rate': 0.00047726115113148513, 'epoch': 11.59}
{'loss': 2.8436, 'learning_rate': 0.00047624245070217565, 'epoch': 11.63}
{'loss': 2.9103, 'learning_rate': 0.0004752237502728662, 'epoch': 11.67}
{'loss': 3.0372, 'learning_rate': 0.0004742050498435567, 'epoch': 11.71}
{'loss': 2.9101, 'learning_rate': 0.0004731863494142472, 'epoch': 11.75}
{'loss': 2.9269, 'learning_rate': 0.0004721676489849378, 'epoch': 11.79}
{'eval_loss': 4.305244445800781, 'eval_runtime': 44.9552, 'eval_samples_per_second': 17.084, 'eval_steps_per_second': 0.044, 'epoch': 11.79}
{'loss': 2.988, 'learning_rate': 0.0004711489485556283, 'epoch': 11.83}
{'loss': 2.8639, 'learning_rate': 0.00047013024812631883, 'epoch': 11.87}
{'loss': 2.8402, 'learning_rate': 0.00046911154769700936, 'epoch': 11.91}
{'loss': 2.9726, 'learning_rate': 0.0004680928472676999, 'epoch': 11.94}
{'loss': 3.0825, 'learning_rate': 0.0004670741468383905, 'epoch': 11.98}
{'loss': 3.2784, 'learning_rate': 0.00046605544640908103, 'epoch': 12.02}
{'loss': 2.9931, 'learning_rate': 0.00046503674597977155, 'epoch': 12.06}
{'loss': 3.0106, 'learning_rate': 0.00046401804555046207, 'epoch': 12.1}
{'loss': 2.9811, 'learning_rate': 0.0004629993451211526, 'epoch': 12.14}
{'loss': 2.9858, 'learning_rate': 0.0004619806446918431, 'epoch': 12.18}
{'loss': 3.0428, 'learning_rate': 0.00046096194426253364, 'epoch': 12.22}
{'loss': 2.9281, 'learning_rate': 0.0004599432438332242, 'epoch': 12.26}
{'loss': 2.9094, 'learning_rate': 0.00045892454340391473, 'epoch': 12.3}
{'loss': 2.9222, 'learning_rate': 0.00045790584297460525, 'epoch': 12.34}
{'loss': 2.8562, 'learning_rate': 0.0004568871425452958, 'epoch': 12.38}
{'loss': 2.8212, 'learning_rate': 0.0004558684421159863, 'epoch': 12.42}
{'loss': 3.0087, 'learning_rate': 0.0004548497416866768, 'epoch': 12.46}
{'loss': 2.8539, 'learning_rate': 0.00045383104125736734, 'epoch': 12.5}
{'loss': 2.9616, 'learning_rate': 0.00045281234082805786, 'epoch': 12.53}
{'loss': 2.9445, 'learning_rate': 0.00045179364039874844, 'epoch': 12.57}
{'loss': 2.7773, 'learning_rate': 0.000450774939969439, 'epoch': 12.61}
{'loss': 2.84, 'learning_rate': 0.00044975623954012953, 'epoch': 12.65}
