item_id,movie_title,release_year,genre
129,"Silence of the Lambs, The",1991,Drama Thriller
130,Waking Ned Devine,1998,Comedy
131,Broken Arrow,1996,Action Thriller
132,Ghostbusters II,1989,Comedy Horror
133,"Matrix, The",1999,Action Sci-Fi Thriller
134,Armageddon,1998,Action Adventure Sci-Fi Thriller
135,Shakespeare in Love,1998,Comedy Romance
136,Serpico,1973,Crime Drama
137,"French Connection, The",1971,Action Crime Drama Thriller
138,Conspiracy Theory,1997,Action Mystery Romance Thriller
139,What About Bob?,1991,Comedy
140,Rocky,1976,Action Drama
141,Kramer Vs. Kramer,1979,Drama
142,Ed Wood,1994,Comedy Drama
143,On Golden Pond,1981,Drama
144,Chariots of Fire,1981,Drama
145,Desperado,1995,Action Romance Thriller
146,Get Shorty,1995,Action Comedy Drama
147,Die Hard: With a Vengeance,1995,Action Thriller
148,Platoon,1986,Drama War
149,True Lies,1994,Action Adventure Comedy Romance
150,October Sky,1999,Drama
151,Clear and Present Danger,1994,Action Adventure Thriller
152,"Fugitive, The",1993,Action Thriller
153,Sophie's Choice,1982,Drama
154,Gone with the Wind,1939,Drama Romance War
155,"Getaway, The",1994,Action
156,"Fifth Element, The",1997,Action Sci-Fi
157,Thelma & Louise,1991,Action Drama
158,Under Siege,1992,Action
159,Guess Who's Coming to Dinner,1967,Comedy Drama
160,"Grapes of Wrath, The",1940,Drama
161,Independence Day,ID4,Action Sci-Fi War
162,Mr. Jones,1993,Drama Romance
163,Spartacus,1960,Drama
164,Lethal Weapon 3,1992,Action Comedy Crime Drama
165,As Good As It Gets,1997,Comedy Drama
166,Indochine,1992,Drama Romance
167,"Mask of Zorro, The",1998,Action Adventure Romance
168,"Shawshank Redemption, The",1994,Drama
169,"Breakfast Club, The",1985,Comedy Drama
170,"Man with the Golden Arm, The",1955,Drama
171,Manhattan,1979,Comedy Drama Romance
172,Forrest Gump,1994,Comedy Romance War
173,Miller's Crossing,1990,Drama
174,Nurse Betty,2000,Comedy Thriller
175,"Graduate, The",1967,Drama Romance
176,Animal House,1978,Comedy
177,"Full Monty, The",1997,Comedy
178,Raising Arizona,1987,Comedy
179,28 Days,2000,Comedy
180,Happy Gilmore,1996,Comedy
181,"Golden Child, The",1986,Action Adventure Comedy
182,Beverly Hills Ninja,1997,Action Comedy
183,"Naked Gun: From the Files of Police Squad!, The",1988,Comedy
184,"Fish Called Wanda, A",1988,Comedy
185,Being John Malkovich,1999,Comedy
186,"Edge, The",1997,Adventure Thriller
187,Indiana Jones and the Last Crusade,1989,Action Adventure
188,Dragonheart,1996,Action Adventure Fantasy
189,Blade,1998,Action Adventure Horror
190,Men in Black,1997,Action Adventure Comedy Sci-Fi
191,"Hollywood Knights, The",1980,Comedy
192,"Ghost and the Darkness, The",1996,Action Adventure
193,Evil Dead II,Dead By Dawn,Action Adventure Comedy Horror
194,"Three Musketeers, The",1993,Action Adventure Comedy
195,Unforgiven,1992,Western
196,"Rock, The",1996,Action Adventure Thriller
197,Young Guns,1988,Action Comedy Western
198,Young Guns II,1990,Action Comedy Western
199,Caddyshack,1980,Comedy
200,Butch Cassidy and the Sundance Kid,1969,Action Comedy Western
201,Crocodile Dundee,1986,Adventure Comedy
202,Easy Rider,1969,Adventure Drama
203,"Mummy, The",1999,Action Adventure Horror Thriller
204,Blazing Saddles,1974,Comedy Western
205,Deliverance,1972,Adventure Thriller
206,Indiana Jones and the Temple of Doom,1984,Action Adventure
207,Monty Python and the Holy Grail,1974,Comedy
208,"Little Mermaid, The",1989,Animation Children's Comedy Musical Romance
209,"Fistful of Dollars, A",1964,Action Western
210,Alien,1979,Action Horror Sci-Fi Thriller
211,Die Hard,1988,Action Thriller
212,Mad Max,1979,Action Sci-Fi
213,King Kong,1933,Action Adventure Horror
214,Jaws,1975,Action Horror
215,Predator,1987,Action Sci-Fi Thriller
216,"Good, The Bad and The Ugly, The",1966,Action Western
217,Goldfinger,1964,Action
218,"Terminator, The",1984,Action Sci-Fi Thriller
219,Who Framed Roger Rabbit?,1988,Adventure Animation Film-Noir
220,Gods and Monsters,1998,Drama
221,Delicatessen,1991,Comedy Sci-Fi
222,Clueless,1995,Comedy Romance
223,Natural Born Killers,1994,Action Thriller
224,Velvet Goldmine,1998,Drama
225,Love! Valour! Compassion!,1997,Drama Romance
226,Citizen Ruth,1996,Comedy Drama
227,Donnie Brasco,1997,Crime Drama
228,"Wings of the Dove, The",1997,Drama Romance Thriller
229,Bound,1996,Crime Drama Romance Thriller
230,Mrs. Dalloway,1997,Romance
231,Bowfinger,1999,Comedy
232,Before Sunrise,1995,Drama Romance
233,Four Days in September,1997,Drama
234,Naked,1993,Drama
235,Orlando,1993,Drama
236,"Bridge on the River Kwai, The",1957,Drama War
237,X-Men,2000,Action Sci-Fi
238,"Piano, The",1993,Drama Romance
239,Richard III,1995,Drama War
240,"Negotiator, The",1998,Action Thriller
241,Pokémon the Movie 2000,2000,Animation Children's
242,Seven,Se7en,Crime Thriller
243,"South Park: Bigger, Longer and Uncut",1999,Animation Comedy
244,Pulp Fiction,1994,Crime Drama
245,"Celluloid Closet, The",1995,Documentary
246,L.A. Confidential,1997,Crime Film-Noir Mystery Thriller
247,Cold Comfort Farm,1995,Comedy
248,Priest,1994,Drama
249,Mansfield Park,1999,Drama
250,Ravenous,1999,Drama Horror
251,"X-Files: Fight the Future, The",1998,Mystery Sci-Fi Thriller
252,Don Juan DeMarco,1995,Comedy Drama Romance
253,One False Move,1991,Thriller
254,Death and the Maiden,1994,Drama Thriller
255,Heat,1995,Action Crime Thriller
256,"Insider, The",1999,Drama
257,Beautiful Thing,1996,Drama Romance
258,Lone Star,1996,Drama Mystery
259,"Usual Suspects, The",1995,Crime Thriller
260,Mighty Aphrodite,1995,Comedy
261,Madonna: Truth or Dare,1991,Documentary
262,Paris Is Burning,1990,Documentary
263,Sleepy Hollow,1999,Horror Romance
264,Speed,1994,Action Romance Thriller
265,Pump Up the Volume,1990,Drama
266,All About My Mother,Todo Sobre Mi Madre,Comedy Drama
267,Rules of Engagement,2000,Drama Thriller
268,"Faculty, The",1998,Horror Sci-Fi
269,Pecker,1998,Comedy Drama
270,Joe Gould's Secret,2000,Drama
271,"Pillow Book, The",1995,Drama Romance
272,Out of Sight,1998,Action Crime Romance
273,Ghostbusters,1984,Comedy Horror
274,Liar Liar,1997,Comedy
275,"Player, The",1992,Comedy Drama
276,Crumb,1994,Documentary
277,"Abyss, The",1989,Action Adventure Sci-Fi Thriller
278,Creepshow,1982,Horror
279,Tender Mercies,1983,Drama
280,Good Will Hunting,1997,Drama
281,Topsy-Turvy,1999,Drama
282,Wilde,1997,Drama
283,Edward Scissorhands,1990,Drama Romance
284,"Ice Storm, The",1997,Drama
285,Night on Earth,1991,Comedy Drama
286,Trick,1999,Romance
287,Mystery Men,1999,Action Adventure Comedy
288,Pi,1998,Sci-Fi Thriller
289,Twin Falls Idaho,1999,Drama
290,There's Something About Mary,1998,Comedy
291,Go,1999,Crime
292,JFK,1991,Drama Mystery
293,Shaft,2000,Action Crime
294,Night of the Living Dead,1968,Horror Sci-Fi
295,Wild Reeds,1994,Drama
296,Falling Down,1993,Action Drama
297,Men With Guns,1997,Action Drama
298,Living in Oblivion,1995,Comedy
299,Go Fish,1994,Drama Romance
300,Jackie Chan's First Strike,1996,Action
301,Henry: Portrait of a Serial Killer,1990,Crime Horror
302,Mrs. Brown,"Her Majesty, Mrs. Brown",Drama Romance
303,"Hand That Rocks the Cradle, The",1992,Thriller
304,"Talented Mr. Ripley, The",1999,Drama Mystery Thriller
305,"Sweet Hereafter, The",1997,Drama
306,Teaching Mrs. Tingle,1999,Comedy Thriller
307,"Mosquito Coast, The",1986,Drama
308,"Fast, Cheap & Out of Control",1997,Documentary
309,Strawberry and Chocolate,Fresa y chocolate,Drama
310,"Poseidon Adventure, The",1972,Action Adventure
311,"River Runs Through It, A",1992,Drama
312,Hard 8,"a.k.a. Sydney, a.k.a. Hard Eight",Crime Thriller
313,Love and Death on Long Island,1997,Comedy Drama
314,Election,1999,Comedy
315,Grosse Pointe Blank,1997,Comedy Crime
316,Fight Club,1999,Drama
317,All Over Me,1997,Drama
318,Tomorrow Never Dies,1997,Action Romance Thriller
319,Washington Square,1997,Drama
320,North by Northwest,1959,Drama Thriller
321,Gattaca,1997,Drama Sci-Fi Thriller
322,Babe: Pig in the City,1998,Children's Comedy
323,Jackie Brown,1997,Crime Drama
324,Jacob's Ladder,1990,Horror Mystery Thriller
325,Three Kings,1999,Drama War
326,End of Days,1999,Action Thriller
327,Casino,1995,Drama Thriller
328,Billy's Hollywood Screen Kiss,1997,Comedy Romance
329,Smoke,1995,Drama
330,"Nightmare Before Christmas, The",1993,Children's Comedy Musical
331,Romy and Michele's High School Reunion,1997,Comedy
332,"Incredibly True Adventure of Two Girls in Love, The",1995,Comedy Romance
333,Happiness,1998,Comedy
334,Austin Powers: International Man of Mystery,1997,Comedy
335,Reservoir Dogs,1992,Crime Thriller
336,Howards End,1992,Drama
337,"Maltese Falcon, The",1941,Film-Noir Mystery
338,Kundun,1997,Drama
339,Final Destination,2000,Drama Thriller
340,Get Real,1998,Drama
341,Waiting for Guffman,1996,Comedy
342,"Big Lebowski, The",1998,Comedy Crime Mystery Thriller
343,Afterglow,1997,Drama Romance
344,Little Voice,1998,Comedy
345,My Life in Pink,Ma vie en rose,Comedy Drama
346,Man Bites Dog,C'est arrivé près de chez vous,Action Comedy Crime Drama
347,"Mariachi, El",1992,Action Thriller
348,Shanghai Noon,2000,Action
349,Rushmore,1998,Comedy
350,In the Company of Men,1997,Drama
351,Austin Powers: The Spy Who Shagged Me,1999,Comedy
352,"Age of Innocence, The",1993,Drama
353,Dick,1999,Comedy
354,Big Night,1996,Drama
355,Fear and Loathing in Las Vegas,1998,Comedy Drama
356,"Opposite of Sex, The",1998,Comedy Drama
357,"Madness of King George, The",1994,Drama
358,Powder,1995,Drama Sci-Fi
359,Anywhere But Here,1999,Drama
360,Bullets Over Broadway,1994,Comedy
361,"Cruise, The",1998,Documentary
362,"Doors, The",1991,Drama Musical
363,"City of Lost Children, The",1995,Adventure Sci-Fi
364,Welcome to the Dollhouse,1995,Comedy Drama
365,Glengarry Glen Ross,1992,Drama
366,Nowhere,1997,Drama
367,54,1998,Drama
368,Much Ado About Nothing,1993,Comedy Romance
369,Total Eclipse,1995,Drama Romance
370,Wag the Dog,1997,Comedy Drama
371,Boys Don't Cry,1999,Drama
372,Metropolitan,1990,Comedy
373,Misery,1990,Horror
374,"Crow, The",1994,Action Romance Thriller
375,Twelve Monkeys,1995,Drama Sci-Fi
376,Rosencrantz and Guildenstern Are Dead,1990,Comedy Drama
377,High Art,1998,Drama Romance
378,Bob Roberts,1992,Comedy
379,But I'm a Cheerleader,1999,Comedy
380,Babe,1995,Children's Comedy Drama
381,Four Weddings and a Funeral,1994,Comedy Romance
382,Dead Man Walking,1995,Drama
383,Dead Man,1995,Western
384,Romancing the Stone,1984,Action Adventure Comedy Romance
385,Top Gun,1986,Action Romance
386,Gone in 60 Seconds,2000,Action Crime
387,Pete's Dragon,1977,Adventure Animation Children's Musical
388,Anastasia,1997,Animation Children's Musical
389,"Lion King, The",1994,Animation Children's Musical
390,Murphy's Romance,1985,Comedy Romance
391,Moonstruck,1987,Comedy
392,Jeremiah Johnson,1972,Western
393,"Outlaw Josey Wales, The",1976,Western
394,To Gillian on Her 37th Birthday,1996,Drama Romance
395,Pretty Woman,1990,Comedy Romance
396,Wyatt Earp,1994,Western
397,"Other Sister, The",1999,Comedy Drama Romance
398,Arthur,1981,Comedy Romance
399,My Best Friend's Wedding,1997,Comedy Romance
400,"Mighty Ducks, The",1992,Children's Comedy
401,Blue Hawaii,1961,Comedy Musical
402,Gypsy,1962,Musical
403,Tequila Sunrise,1988,Action Romance Thriller
404,Keeping the Faith,2000,Comedy Romance
405,"Patriot, The",2000,Action Drama War
406,Magnum Force,1973,Western
407,Babes in Toyland,1961,Children's Fantasy Musical
408,Prizzi's Honor,1985,Comedy Drama Romance
409,Roustabout,1964,Musical
410,"Room with a View, A",1986,Drama Romance
411,Emma,1996,Comedy Drama Romance
412,"Apple Dumpling Gang, The",1975,Children's Comedy Western
413,West Side Story,1961,Musical Romance
414,"Straight Story, The",1999,Drama
415,Legends of the Fall,1994,Drama Romance War Western
416,Sense and Sensibility,1995,Drama Romance
417,Benny & Joon,1993,Comedy Romance
418,Dirty Dancing,1987,Musical Romance
419,Casablanca,1942,Drama Romance War
420,"Umbrellas of Cherbourg, The","Parapluies de Cherbourg, Les",Drama Musical
421,Paulie,1998,Adventure Children's Comedy
422,Peggy Sue Got Married,1986,Comedy Romance
423,Splash,1984,Comedy Fantasy Romance
424,Out of Africa,1985,Drama Romance
425,Grease,1978,Comedy Musical Romance
426,Little Big League,1994,Children's Comedy
427,Witness,1985,Drama Romance Thriller
428,Where the Heart Is,2000,Comedy Drama
429,Supercop,1992,Action Thriller
430,"Exorcist, The",1973,Horror
431,Face/Off,1997,Action Sci-Fi Thriller
432,In the Line of Fire,1993,Action Thriller
433,"Godfather: Part II, The",1974,Action Crime Drama
434,Elizabeth,1998,Drama
435,Mo' Better Blues,1990,Drama
436,Jerry Maguire,1996,Drama Romance
437,"Truman Show, The",1998,Drama
438,Philadelphia,1993,Drama
439,Batman: Mask of the Phantasm,1993,Animation Children's
440,Dead Presidents,1995,Action Crime Drama
441,Moll Flanders,1996,Drama
442,Mr. Saturday Night,1992,Comedy Drama
443,"Cider House Rules, The",1999,Drama
444,Summer of Sam,1999,Drama
445,Private Parts,1997,Comedy Drama
446,Amistad,1997,Drama
447,Rob Roy,1995,Drama Romance War
448,Poetic Justice,1993,Drama
449,Waiting to Exhale,1995,Comedy Drama
450,Soul Food,1997,Drama
451,Anna and the King,1999,Drama Romance
452,"Postino, Il",The Postman,Drama Romance
453,Eyes Wide Shut,1999,Drama
454,Mighty Joe Young,1998,Adventure Children's Drama
455,He Got Game,1998,Drama
456,Buffalo 66,1998,Action Comedy Drama
457,"Devil's Own, The",1997,Action Drama Thriller War
458,Dolores Claiborne,1994,Drama Thriller
459,"People vs. Larry Flynt, The",1996,Drama
460,Crimson Tide,1995,Drama Thriller War
461,Hamlet,1996,Drama
462,Rudy,1993,Drama
463,William Shakespeare's Romeo and Juliet,1996,Drama Romance
464,"Firm, The",1993,Drama Thriller
465,Deconstructing Harry,1997,Comedy Drama
466,Akira,1988,Adventure Animation Sci-Fi Thriller
467,Ghost in the Shell,Kokaku kidotai,Animation Sci-Fi
468,Cyrano de Bergerac,1990,Action Drama Romance
469,Chasing Amy,1997,Drama Romance
470,"Prince of Tides, The",1991,Drama Romance
471,What Dreams May Come,1998,Drama Romance
472,Heaven & Earth,1993,Action Drama War
473,Midnight in the Garden of Good and Evil,1997,Comedy Crime Drama Mystery
474,Six Degrees of Separation,1993,Drama
475,Street Fighter,1994,Action
476,Hilary and Jackie,1998,Drama
477,"Misérables, Les",1995,Drama Musical
478,Malcolm X,1992,Drama
479,Any Given Sunday,1999,Drama
480,"Bridges of Madison County, The",1995,Drama Romance
481,Interview with the Vampire,1994,Drama Horror
482,Alive,1993,Drama
483,Scent of a Woman,1992,Drama
484,"Inkwell, The",1994,Comedy Drama
485,Taxi Driver,1976,Drama Thriller
486,Far and Away,1992,Drama Romance
487,Cop Land,1997,Crime Drama Mystery
488,"Godfather: Part III, The",1990,Action Crime Drama
489,Nixon,1995,Drama
490,What's Eating Gilbert Grape,1993,Drama
491,Beloved,1998,Drama
492,eXistenZ,1999,Action Sci-Fi Thriller
493,My Crazy Life,Mi vida loca,Drama
494,True Romance,1993,Action Crime Romance
495,Eve's Bayou,1997,Drama
496,Hard-Boiled,Lashou shentan,Action Crime
497,Great Expectations,1998,Drama Romance
498,High Fidelity,2000,Comedy
499,"Red Violin, The",Le Violon rouge,Drama Mystery
500,"General's Daughter, The",1999,Drama Thriller
501,"Adventures of Priscilla, Queen of the Desert, The",1994,Comedy Drama
502,Apt Pupil,1998,Drama Thriller
503,Leaving Las Vegas,1995,Drama Romance
504,Life Is Beautiful,La Vita è bella,Comedy Drama
505,American History X,1998,Drama
506,Primary Colors,1998,Drama
507,Cruel Intentions,1999,Drama
508,Boogie Nights,1997,Drama
509,"Joy Luck Club, The",1993,Drama
510,Robin Hood: Prince of Thieves,1991,Drama
511,Arachnophobia,1990,Action Comedy Sci-Fi Thriller
512,Nell,1994,Drama
513,"Mask, The",1994,Comedy Crime Fantasy
514,Clerks,1994,Comedy
515,Boiler Room,2000,Drama
516,Meet the Parents,2000,Comedy
517,"Time to Kill, A",1996,Drama
518,Frequency,2000,Drama Thriller
519,Quiz Show,1994,Drama
520,"Wedding Singer, The",1998,Comedy Romance
521,"Whole Nine Yards, The",2000,Comedy Crime
522,Cape Fear,1991,Thriller
523,Magnolia,1999,Drama
524,Searching for Bobby Fischer,1993,Drama
525,Romeo Must Die,2000,Action Romance
526,Swingers,1996,Comedy Drama
527,Star Trek: First Contact,1996,Action Adventure Sci-Fi
528,Sling Blade,1996,Drama Thriller
529,"Hurricane, The",1999,Drama
530,Chicken Run,2000,Animation Children's Comedy
531,Hollow Man,2000,Horror Sci-Fi Thriller
532,"Perfect Storm, The",2000,Action Adventure Thriller
533,My Cousin Vinny,1992,Comedy
534,"Wrong Trousers, The",1993,Animation Comedy
535,Return to Paradise,1998,Drama Romance
536,Wayne's World,1992,Comedy
537,Contact,1997,Drama Sci-Fi
538,"Grand Day Out, A",1992,Animation Comedy
539,Kolya,1996,Comedy
540,Mission: Impossible 2,2000,Action Thriller
541,Trainspotting,1996,Drama
542,"Tango Lesson, The",1997,Romance
543,"Skulls, The",2000,Thriller
544,Remember the Titans,2000,Drama
545,"Boat, The",Das Boot,Action Drama War
546,When Harry Met Sally...,1989,Comedy Romance
547,"Cutting Edge, The",1992,Drama
548,Hype!,1996,Documentary
549,"Bronx Tale, A",1993,Drama
550,"Midsummer Night's Dream, A",1999,Comedy Fantasy
551,Defending Your Life,1991,Comedy Romance
552,Breaking Away,1979,Drama
553,"Prophecy II, The",1998,Horror
554,Alien³,1992,Action Horror Sci-Fi Thriller
555,"Addams Family, The",1991,Comedy
556,Ever After: A Cinderella Story,1998,Drama Romance
557,"Honey, I Shrunk the Kids",1989,Adventure Children's Comedy Fantasy Sci-Fi
558,Chinatown,1974,Film-Noir Mystery Thriller
559,"Treasure of the Sierra Madre, The",1948,Adventure
560,"Naked Gun 2 1/2: The Smell of Fear, The",1991,Comedy
561,Duck Soup,1933,Comedy War
562,Better Off Dead...,1985,Comedy
563,Lost in Space,1998,Action Sci-Fi Thriller
564,American Graffiti,1973,Comedy Drama
565,Home Alone,1990,Children's Comedy
566,Ghost,1990,Comedy Romance Thriller
567,Teenage Mutant Ninja Turtles,1990,Action Children's Fantasy
568,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Action Children's Fantasy
569,To Sir with Love,1967,Drama
570,Blast from the Past,1999,Comedy Romance
571,Message in a Bottle,1999,Romance
572,Jumanji,1995,Adventure Children's Fantasy
573,My Favorite Martian,1999,Comedy Sci-Fi
574,Batman Forever,1995,Action Adventure Comedy Crime
575,Sabrina,1995,Comedy Romance
576,Adventures in Babysitting,1987,Adventure Comedy
577,Doctor Dolittle,1967,Adventure Musical
578,"Nutty Professor, The",1963,Comedy
579,Charlotte's Web,1973,Animation Children's
580,Phenomenon,1996,Drama Romance
581,Watership Down,1978,Animation Children's Drama Fantasy
582,Michael,1996,Comedy Romance
583,Bram Stoker's Dracula,1992,Horror Romance
584,Arsenic and Old Lace,1944,Comedy Mystery Thriller
585,Superman,1978,Action Adventure Sci-Fi
586,Batman,1989,Action Adventure Crime Drama
587,Pinocchio,1940,Animation Children's
588,"Good Earth, The",1937,Drama
589,Lethal Weapon 4,1998,Action Comedy Crime Drama
590,"Dark Crystal, The",1982,Children's Fantasy Sci-Fi
591,"'burbs, The",1989,Comedy
592,Fried Green Tomatoes,1991,Drama
593,Carrie,1976,Horror
594,"Journey of Natty Gann, The",1985,Adventure Children's
595,"Jungle Book, The",1967,Animation Children's Comedy Musical
596,Cool Hand Luke,1967,Comedy Drama
597,Spy Hard,1996,Comedy
598,Mystery Science Theater 3000: The Movie,1996,Comedy Sci-Fi
599,Young Frankenstein,1974,Comedy Horror
600,Bachelor Party,1984,Comedy
601,All Quiet on the Western Front,1930,War
602,"Rocky Horror Picture Show, The",1975,Comedy Horror Musical Sci-Fi
603,Harry and the Hendersons,1987,Comedy
604,Stargate,1994,Action Adventure Sci-Fi
605,"Santa Clause, The",1994,Children's Comedy Fantasy
606,Houseguest,1994,Comedy
607,Lady and the Tramp,1955,Animation Children's Comedy Musical Romance
608,Fantasia,1940,Animation Children's Musical
609,High Noon,1952,Western
610,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1963,Sci-Fi War
611,Peter Pan,1953,Animation Children's Fantasy Musical
612,Somewhere in Time,1980,Drama Romance
613,Pee-wee's Big Adventure,1985,Comedy
614,"War of the Worlds, The",1953,Action Sci-Fi War
615,Heart and Souls,1993,Comedy Fantasy
616,"Producers, The",1968,Comedy Musical
617,Mallrats,1995,Comedy
618,Star Trek: Generations,1994,Action Adventure Sci-Fi
619,Robin Hood,1973,Animation Children's
620,Nine Months,1995,Comedy
621,"NeverEnding Story, The",1984,Adventure Children's Fantasy
622,Little Big Man,1970,Comedy Drama Western
623,"Rescuers, The",1977,Animation Children's
624,Trading Places,1983,Comedy
625,Return from Witch Mountain,1978,Children's Sci-Fi
626,"First Wives Club, The",1996,Comedy
627,Return to Oz,1985,Adventure Children's Fantasy Sci-Fi
628,Rear Window,1954,Mystery Thriller
629,"Rocketeer, The",1991,Action Adventure Sci-Fi
630,Being There,1979,Comedy
631,Sleeping Beauty,1959,Animation Children's Musical
632,M*A*S*H,1970,Comedy War
633,Jack,1996,Comedy Drama
634,Little Shop of Horrors,1986,Comedy Horror Musical
