{'loss': 4.2301, 'learning_rate': 0.00039980470112296857, 'epoch': 3.01}
{'loss': 3.8967, 'learning_rate': 0.0003686076077789826, 'epoch': 5.12}
{'loss': 3.9407, 'learning_rate': 0.00036835397287374687, 'epoch': 5.14}
{'eval_loss': 4.432737827301025, 'eval_runtime': 6234.7957, 'eval_samples_per_second': 8.222, 'eval_steps_per_second': 0.021, 'epoch': 5.14}
{'loss': 4.0314, 'learning_rate': 0.00036810033796851125, 'epoch': 5.15}
{'loss': 3.925, 'learning_rate': 0.0003678467030632756, 'epoch': 5.17}
{'loss': 4.0097, 'learning_rate': 0.0003675930681580399, 'epoch': 5.19}
{'loss': 3.9932, 'learning_rate': 0.00036733943325280424, 'epoch': 5.2}
{'loss': 3.9841, 'learning_rate': 0.0003670857983475686, 'epoch': 5.22}
{'loss': 3.9802, 'learning_rate': 0.00036683216344233295, 'epoch': 5.24}
{'loss': 3.9822, 'learning_rate': 0.0003665785285370973, 'epoch': 5.26}
{'loss': 4.0475, 'learning_rate': 0.00036632489363186166, 'epoch': 5.27}
{'loss': 4.0235, 'learning_rate': 0.00036607125872662594, 'epoch': 5.29}
{'loss': 4.0086, 'learning_rate': 0.0003658176238213903, 'epoch': 5.31}
{'loss': 4.0174, 'learning_rate': 0.00036556398891615465, 'epoch': 5.32}
{'loss': 4.0141, 'learning_rate': 0.00036531035401091903, 'epoch': 5.34}
{'loss': 4.0791, 'learning_rate': 0.0003650567191056833, 'epoch': 5.36}
{'loss': 4.0834, 'learning_rate': 0.0003648030842004477, 'epoch': 5.38}
{'loss': 4.0888, 'learning_rate': 0.000364549449295212, 'epoch': 5.39}
{'loss': 4.1282, 'learning_rate': 0.00036429581438997635, 'epoch': 5.41}
{'loss': 4.1208, 'learning_rate': 0.00036404217948474073, 'epoch': 5.43}
{'loss': 4.0492, 'learning_rate': 0.00036378854457950506, 'epoch': 5.44}
{'loss': 4.0886, 'learning_rate': 0.0003635349096742694, 'epoch': 5.46}
{'loss': 4.1169, 'learning_rate': 0.0003632812747690337, 'epoch': 5.48}
{'loss': 4.1779, 'learning_rate': 0.0003630276398637981, 'epoch': 5.5}
{'loss': 4.1308, 'learning_rate': 0.0003627740049585624, 'epoch': 5.51}
{'loss': 4.1235, 'learning_rate': 0.00036252037005332676, 'epoch': 5.53}
{'loss': 4.1253, 'learning_rate': 0.0003622667351480911, 'epoch': 5.55}
{'loss': 4.1638, 'learning_rate': 0.0003620131002428554, 'epoch': 5.56}
{'eval_loss': 4.483713150024414, 'eval_runtime': 6198.8903, 'eval_samples_per_second': 8.27, 'eval_steps_per_second': 0.022, 'epoch': 5.56}
{'loss': 4.0952, 'learning_rate': 0.0003617594653376198, 'epoch': 5.58}
{'loss': 4.1029, 'learning_rate': 0.00036150583043238413, 'epoch': 5.6}
{'loss': 4.1178, 'learning_rate': 0.0003612521955271485, 'epoch': 5.62}
{'loss': 4.159, 'learning_rate': 0.0003609985606219128, 'epoch': 5.63}
{'loss': 4.1198, 'learning_rate': 0.00036074492571667717, 'epoch': 5.65}
{'loss': 4.1357, 'learning_rate': 0.0003604912908114415, 'epoch': 5.67}
{'loss': 4.114, 'learning_rate': 0.00036023765590620583, 'epoch': 5.68}
{'loss': 4.0876, 'learning_rate': 0.00035998402100097016, 'epoch': 5.7}
{'loss': 4.0831, 'learning_rate': 0.00035973038609573454, 'epoch': 5.72}
{'loss': 4.0936, 'learning_rate': 0.0003594767511904988, 'epoch': 5.74}
{'loss': 4.1322, 'learning_rate': 0.0003592231162852632, 'epoch': 5.75}
{'loss': 4.0768, 'learning_rate': 0.0003589694813800275, 'epoch': 5.77}
{'loss': 3.9815, 'learning_rate': 0.00035871584647479185, 'epoch': 5.79}
{'loss': 3.906, 'learning_rate': 0.00035846221156955624, 'epoch': 5.8}
{'loss': 3.9656, 'learning_rate': 0.00035820857666432057, 'epoch': 5.82}
{'loss': 4.0583, 'learning_rate': 0.0003579549417590849, 'epoch': 5.84}
{'loss': 4.0318, 'learning_rate': 0.0003577013068538492, 'epoch': 5.86}
{'loss': 4.0336, 'learning_rate': 0.0003574476719486136, 'epoch': 5.87}
{'loss': 3.8192, 'learning_rate': 0.0003571940370433779, 'epoch': 5.89}
{'loss': 3.9362, 'learning_rate': 0.00035694040213814227, 'epoch': 5.91}
{'loss': 3.94, 'learning_rate': 0.0003566867672329066, 'epoch': 5.92}
{'loss': 3.8657, 'learning_rate': 0.000356433132327671, 'epoch': 5.94}
{'loss': 3.6626, 'learning_rate': 0.0003561794974224353, 'epoch': 5.96}
{'loss': 3.5403, 'learning_rate': 0.00035592586251719964, 'epoch': 5.98}
{'loss': 3.5014, 'learning_rate': 0.000355672227611964, 'epoch': 5.99}
{'eval_loss': 4.90230131149292, 'eval_runtime': 6315.6609, 'eval_samples_per_second': 8.117, 'eval_steps_per_second': 0.021, 'epoch': 5.99}
{'loss': 3.7644, 'learning_rate': 0.0003554185927067283, 'epoch': 6.01}
{'loss': 3.8297, 'learning_rate': 0.0003551649578014927, 'epoch': 6.03}
{'loss': 3.7764, 'learning_rate': 0.000354911322896257, 'epoch': 6.04}
{'loss': 3.8168, 'learning_rate': 0.00035465768799102133, 'epoch': 6.06}
{'loss': 3.8011, 'learning_rate': 0.00035440405308578566, 'epoch': 6.08}
{'loss': 3.7894, 'learning_rate': 0.00035415041818055005, 'epoch': 6.09}
{'loss': 3.798, 'learning_rate': 0.0003538967832753144, 'epoch': 6.11}
{'loss': 3.8627, 'learning_rate': 0.0003536431483700787, 'epoch': 6.13}
{'loss': 3.9301, 'learning_rate': 0.00035338951346484303, 'epoch': 6.15}
{'loss': 3.9056, 'learning_rate': 0.00035313587855960736, 'epoch': 6.16}
{'loss': 3.9102, 'learning_rate': 0.00035288224365437174, 'epoch': 6.18}
{'loss': 3.9401, 'learning_rate': 0.0003526286087491361, 'epoch': 6.2}
{'loss': 3.9056, 'learning_rate': 0.00035237497384390046, 'epoch': 6.21}
{'loss': 3.9264, 'learning_rate': 0.00035212133893866473, 'epoch': 6.23}
{'loss': 3.9206, 'learning_rate': 0.0003518677040334291, 'epoch': 6.25}
{'loss': 3.9553, 'learning_rate': 0.00035161406912819344, 'epoch': 6.27}
{'loss': 3.9621, 'learning_rate': 0.00035136043422295777, 'epoch': 6.28}
{'loss': 3.9515, 'learning_rate': 0.0003511067993177221, 'epoch': 6.3}
{'loss': 3.9479, 'learning_rate': 0.0003508531644124865, 'epoch': 6.32}
{'loss': 3.9517, 'learning_rate': 0.0003505995295072508, 'epoch': 6.33}
{'loss': 3.9751, 'learning_rate': 0.00035034589460201514, 'epoch': 6.35}
{'loss': 4.0174, 'learning_rate': 0.0003500922596967795, 'epoch': 6.37}
{'loss': 4.0274, 'learning_rate': 0.0003498386247915438, 'epoch': 6.39}
{'loss': 4.0379, 'learning_rate': 0.0003495849898863082, 'epoch': 6.4}
{'loss': 4.105, 'learning_rate': 0.0003493313549810725, 'epoch': 6.42}
{'eval_loss': 4.425042152404785, 'eval_runtime': 6147.112, 'eval_samples_per_second': 8.34, 'eval_steps_per_second': 0.022, 'epoch': 6.42}
{'loss': 4.0008, 'learning_rate': 0.00034907772007583684, 'epoch': 6.44}
{'loss': 4.0019, 'learning_rate': 0.00034882408517060117, 'epoch': 6.45}
{'loss': 4.0498, 'learning_rate': 0.00034857045026536555, 'epoch': 6.47}
{'loss': 4.0919, 'learning_rate': 0.0003483168153601299, 'epoch': 6.49}
{'loss': 4.0846, 'learning_rate': 0.0003480631804548942, 'epoch': 6.51}
{'loss': 4.0484, 'learning_rate': 0.0003478095455496586, 'epoch': 6.52}
{'loss': 4.0765, 'learning_rate': 0.0003475559106444229, 'epoch': 6.54}
{'loss': 4.0943, 'learning_rate': 0.00034730227573918725, 'epoch': 6.56}
{'loss': 4.0517, 'learning_rate': 0.0003470486408339516, 'epoch': 6.57}
{'loss': 4.0382, 'learning_rate': 0.00034679500592871596, 'epoch': 6.59}
{'loss': 4.0529, 'learning_rate': 0.00034654137102348024, 'epoch': 6.61}
{'loss': 4.0865, 'learning_rate': 0.0003462877361182446, 'epoch': 6.63}
{'loss': 4.0795, 'learning_rate': 0.00034603410121300895, 'epoch': 6.64}
{'loss': 4.0482, 'learning_rate': 0.0003457804663077733, 'epoch': 6.66}
{'loss': 4.1122, 'learning_rate': 0.0003455268314025376, 'epoch': 6.68}
{'loss': 4.0149, 'learning_rate': 0.000345273196497302, 'epoch': 6.69}
{'loss': 4.0236, 'learning_rate': 0.0003450195615920663, 'epoch': 6.71}
{'loss': 4.0397, 'learning_rate': 0.00034476592668683065, 'epoch': 6.73}
{'loss': 4.0344, 'learning_rate': 0.00034451229178159503, 'epoch': 6.75}
{'loss': 4.0677, 'learning_rate': 0.0003442586568763593, 'epoch': 6.76}
{'loss': 3.9576, 'learning_rate': 0.0003440050219711237, 'epoch': 6.78}
{'loss': 3.8457, 'learning_rate': 0.000343751387065888, 'epoch': 6.8}
