{'loss': 169.9139, 'learning_rate': 2.282714147120927e-06, 'epoch': 0.02}
{'loss': 4.7169, 'learning_rate': 0.00014152827712149747, 'epoch': 1.06}
{'loss': 4.657, 'learning_rate': 0.0001438109912686184, 'epoch': 1.08}
{'loss': 4.6593, 'learning_rate': 0.00014609370541573933, 'epoch': 1.1}
{'loss': 4.65, 'learning_rate': 0.00014837641956286026, 'epoch': 1.11}
{'loss': 4.6548, 'learning_rate': 0.00015065913370998117, 'epoch': 1.13}
{'loss': 4.6812, 'learning_rate': 0.0001529418478571021, 'epoch': 1.15}
{'loss': 4.6514, 'learning_rate': 0.00015522456200422303, 'epoch': 1.16}
{'loss': 4.6428, 'learning_rate': 0.00015750727615134396, 'epoch': 1.18}
{'loss': 4.6463, 'learning_rate': 0.0001597899902984649, 'epoch': 1.2}
{'loss': 4.6062, 'learning_rate': 0.0001620727044455858, 'epoch': 1.22}
{'loss': 4.6043, 'learning_rate': 0.00016435541859270673, 'epoch': 1.23}
{'loss': 4.6086, 'learning_rate': 0.00016663813273982766, 'epoch': 1.25}
{'loss': 4.6304, 'learning_rate': 0.0001689208468869486, 'epoch': 1.27}
{'loss': 4.6041, 'learning_rate': 0.00017120356103406952, 'epoch': 1.28}
{'eval_loss': 4.831241607666016, 'eval_runtime': 7023.8777, 'eval_samples_per_second': 7.299, 'eval_steps_per_second': 0.019, 'epoch': 1.28}
{'loss': 4.6008, 'learning_rate': 0.00017348627518119046, 'epoch': 1.3}
{'loss': 4.5698, 'learning_rate': 0.00017576898932831136, 'epoch': 1.32}
{'loss': 4.578, 'learning_rate': 0.0001780517034754323, 'epoch': 1.34}
{'loss': 4.5892, 'learning_rate': 0.00018033441762255322, 'epoch': 1.35}
{'loss': 4.6258, 'learning_rate': 0.00018261713176967415, 'epoch': 1.37}
{'loss': 4.6133, 'learning_rate': 0.0001848998459167951, 'epoch': 1.39}
{'loss': 4.6199, 'learning_rate': 0.00018718256006391602, 'epoch': 1.4}
{'loss': 4.67, 'learning_rate': 0.00018946527421103692, 'epoch': 1.42}
{'loss': 4.5827, 'learning_rate': 0.00019174798835815785, 'epoch': 1.44}
{'loss': 4.5612, 'learning_rate': 0.00019403070250527879, 'epoch': 1.46}
{'loss': 4.6078, 'learning_rate': 0.00019631341665239972, 'epoch': 1.47}
{'loss': 4.6461, 'learning_rate': 0.00019859613079952065, 'epoch': 1.49}
{'loss': 4.6249, 'learning_rate': 0.00020087884494664158, 'epoch': 1.51}
{'loss': 4.6152, 'learning_rate': 0.0002031615590937625, 'epoch': 1.52}
{'loss': 4.6288, 'learning_rate': 0.0002054442732408834, 'epoch': 1.54}
{'loss': 4.6319, 'learning_rate': 0.00020772698738800432, 'epoch': 1.56}
{'loss': 4.5763, 'learning_rate': 0.00021000970153512528, 'epoch': 1.58}
{'loss': 4.5726, 'learning_rate': 0.0002122924156822462, 'epoch': 1.59}
{'loss': 4.5878, 'learning_rate': 0.00021457512982936714, 'epoch': 1.61}
{'loss': 4.5937, 'learning_rate': 0.00021685784397648808, 'epoch': 1.63}
{'loss': 4.6001, 'learning_rate': 0.00021914055812360895, 'epoch': 1.64}
{'loss': 4.5815, 'learning_rate': 0.00022142327227072989, 'epoch': 1.66}
{'loss': 4.6017, 'learning_rate': 0.00022370598641785084, 'epoch': 1.68}
{'loss': 4.5421, 'learning_rate': 0.00022598870056497178, 'epoch': 1.69}
{'loss': 4.5405, 'learning_rate': 0.0002282714147120927, 'epoch': 1.71}
{'eval_loss': 4.842438697814941, 'eval_runtime': 7023.2868, 'eval_samples_per_second': 7.299, 'eval_steps_per_second': 0.019, 'epoch': 1.71}
{'loss': 4.5555, 'learning_rate': 0.00023055412885921364, 'epoch': 1.73}
{'loss': 4.5486, 'learning_rate': 0.00023283684300633452, 'epoch': 1.75}
{'loss': 4.5662, 'learning_rate': 0.00023511955715345545, 'epoch': 1.76}
{'loss': 4.4785, 'learning_rate': 0.0002374022713005764, 'epoch': 1.78}
{'loss': 4.4334, 'learning_rate': 0.00023968498544769734, 'epoch': 1.8}
{'loss': 4.44, 'learning_rate': 0.00024196769959481827, 'epoch': 1.81}
{'loss': 4.4644, 'learning_rate': 0.0002442504137419392, 'epoch': 1.83}
{'loss': 4.5102, 'learning_rate': 0.0002465331278890601, 'epoch': 1.85}
{'loss': 4.4333, 'learning_rate': 0.000248815842036181, 'epoch': 1.87}
{'loss': 4.3885, 'learning_rate': 0.00025109855618330194, 'epoch': 1.88}
{'loss': 4.3823, 'learning_rate': 0.0002533812703304229, 'epoch': 1.9}
{'loss': 4.3936, 'learning_rate': 0.0002556639844775438, 'epoch': 1.92}
{'loss': 4.3597, 'learning_rate': 0.00025794669862466474, 'epoch': 1.93}
{'loss': 4.2718, 'learning_rate': 0.00026022941277178567, 'epoch': 1.95}
{'loss': 4.1658, 'learning_rate': 0.0002625121269189066, 'epoch': 1.97}
{'loss': 4.0889, 'learning_rate': 0.00026479484106602753, 'epoch': 1.99}
{'loss': 4.214, 'learning_rate': 0.00026707755521314846, 'epoch': 2.0}
{'loss': 4.4493, 'learning_rate': 0.0002693602693602694, 'epoch': 2.02}
{'loss': 4.3701, 'learning_rate': 0.0002716429835073903, 'epoch': 2.04}
{'loss': 4.3005, 'learning_rate': 0.0002739256976545112, 'epoch': 2.05}
{'loss': 4.2941, 'learning_rate': 0.00027620841180163214, 'epoch': 2.07}
{'loss': 4.3042, 'learning_rate': 0.00027849112594875307, 'epoch': 2.09}
{'loss': 4.2706, 'learning_rate': 0.000280773840095874, 'epoch': 2.11}
{'loss': 4.3267, 'learning_rate': 0.00028305655424299493, 'epoch': 2.12}
{'loss': 4.3348, 'learning_rate': 0.00028533926839011586, 'epoch': 2.14}
{'eval_loss': 4.666771411895752, 'eval_runtime': 7057.2441, 'eval_samples_per_second': 7.264, 'eval_steps_per_second': 0.019, 'epoch': 2.14}
{'loss': 4.3786, 'learning_rate': 0.0002876219825372368, 'epoch': 2.16}
{'loss': 4.3197, 'learning_rate': 0.0002899046966843577, 'epoch': 2.17}
{'loss': 4.3654, 'learning_rate': 0.00029218741083147866, 'epoch': 2.19}
{'loss': 4.3465, 'learning_rate': 0.0002944701249785996, 'epoch': 2.21}
{'loss': 4.3238, 'learning_rate': 0.0002967528391257205, 'epoch': 2.23}
{'loss': 4.329, 'learning_rate': 0.0002990355532728414, 'epoch': 2.24}
{'loss': 4.3499, 'learning_rate': 0.00030131826741996233, 'epoch': 2.26}
{'loss': 4.3731, 'learning_rate': 0.00030360098156708326, 'epoch': 2.28}
{'loss': 4.3507, 'learning_rate': 0.0003058836957142042, 'epoch': 2.29}
{'loss': 4.3399, 'learning_rate': 0.0003081664098613251, 'epoch': 2.31}
{'loss': 4.3373, 'learning_rate': 0.00031044912400844606, 'epoch': 2.33}
{'loss': 4.3393, 'learning_rate': 0.000312731838155567, 'epoch': 2.35}
{'loss': 4.403, 'learning_rate': 0.0003150145523026879, 'epoch': 2.36}
{'loss': 4.3939, 'learning_rate': 0.00031729726644980885, 'epoch': 2.38}
{'loss': 4.3967, 'learning_rate': 0.0003195799805969298, 'epoch': 2.4}
{'loss': 4.4443, 'learning_rate': 0.0003218626947440507, 'epoch': 2.41}
{'loss': 4.4133, 'learning_rate': 0.0003241454088911716, 'epoch': 2.43}
{'loss': 4.3398, 'learning_rate': 0.0003264281230382925, 'epoch': 2.45}
{'loss': 4.3974, 'learning_rate': 0.00032871083718541346, 'epoch': 2.47}
{'loss': 4.4255, 'learning_rate': 0.0003309935513325344, 'epoch': 2.48}
{'loss': 4.4628, 'learning_rate': 0.0003332762654796553, 'epoch': 2.5}
{'loss': 4.4231, 'learning_rate': 0.00033555897962677625, 'epoch': 2.52}
{'loss': 4.4292, 'learning_rate': 0.0003378416937738972, 'epoch': 2.53}
{'loss': 4.4433, 'learning_rate': 0.0003401244079210181, 'epoch': 2.55}
{'loss': 4.4538, 'learning_rate': 0.00034240712206813905, 'epoch': 2.57}
{'eval_loss': 4.658753395080566, 'eval_runtime': 6775.4575, 'eval_samples_per_second': 7.566, 'eval_steps_per_second': 0.02, 'epoch': 2.57}
{'loss': 4.3804, 'learning_rate': 0.00034468983621526, 'epoch': 2.59}
{'loss': 4.402, 'learning_rate': 0.0003469725503623809, 'epoch': 2.6}
{'loss': 4.4157, 'learning_rate': 0.00034925526450950184, 'epoch': 2.62}
{'loss': 4.4361, 'learning_rate': 0.0003515379786566227, 'epoch': 2.64}
{'loss': 4.4091, 'learning_rate': 0.00035382069280374365, 'epoch': 2.65}
{'loss': 4.4578, 'learning_rate': 0.0003561034069508646, 'epoch': 2.67}
{'loss': 4.3826, 'learning_rate': 0.0003583861210979855, 'epoch': 2.69}
{'loss': 4.382, 'learning_rate': 0.00036066883524510645, 'epoch': 2.71}
{'loss': 4.3684, 'learning_rate': 0.0003629515493922274, 'epoch': 2.72}
{'loss': 4.3784, 'learning_rate': 0.0003652342635393483, 'epoch': 2.74}
{'loss': 4.4233, 'learning_rate': 0.00036751697768646924, 'epoch': 2.76}
{'loss': 4.3447, 'learning_rate': 0.0003697996918335902, 'epoch': 2.77}
{'loss': 4.2683, 'learning_rate': 0.0003720824059807111, 'epoch': 2.79}
{'loss': 4.2531, 'learning_rate': 0.00037436512012783204, 'epoch': 2.81}
{'loss': 4.2708, 'learning_rate': 0.0003766478342749529, 'epoch': 2.82}
{'loss': 4.3401, 'learning_rate': 0.00037893054842207385, 'epoch': 2.84}
{'loss': 4.2921, 'learning_rate': 0.0003812132625691948, 'epoch': 2.86}
{'loss': 4.2834, 'learning_rate': 0.0003834959767163157, 'epoch': 2.88}
{'loss': 4.1587, 'learning_rate': 0.00038577869086343664, 'epoch': 2.89}
{'loss': 4.2417, 'learning_rate': 0.00038806140501055757, 'epoch': 2.91}
{'loss': 4.2173, 'learning_rate': 0.0003903441191576785, 'epoch': 2.93}
{'loss': 4.1371, 'learning_rate': 0.00039262683330479944, 'epoch': 2.94}
{'loss': 4.0077, 'learning_rate': 0.00039490954745192037, 'epoch': 2.96}
{'loss': 3.9247, 'learning_rate': 0.0003971922615990413, 'epoch': 2.98}
{'loss': 3.8995, 'learning_rate': 0.00039947497574616223, 'epoch': 3.0}
{'eval_loss': 5.244900703430176, 'eval_runtime': 7121.3011, 'eval_samples_per_second': 7.199, 'eval_steps_per_second': 0.019, 'epoch': 3.0}
{'loss': 4.2301, 'learning_rate': 0.00039980470112296857, 'epoch': 3.01}
{'loss': 4.2271, 'learning_rate': 0.0003995510662177329, 'epoch': 3.03}
{'loss': 4.1066, 'learning_rate': 0.0003992974313124973, 'epoch': 3.05}
{'loss': 4.127, 'learning_rate': 0.00039904379640726156, 'epoch': 3.06}
{'loss': 4.1331, 'learning_rate': 0.00039879016150202594, 'epoch': 3.08}
{'loss': 4.1085, 'learning_rate': 0.00039853652659679027, 'epoch': 3.1}
{'loss': 4.1293, 'learning_rate': 0.0003982828916915546, 'epoch': 3.12}
{'loss': 4.1575, 'learning_rate': 0.00039802925678631893, 'epoch': 3.13}
{'loss': 4.2349, 'learning_rate': 0.0003977756218810833, 'epoch': 3.15}
{'loss': 4.1555, 'learning_rate': 0.00039752198697584764, 'epoch': 3.17}
{'loss': 4.2151, 'learning_rate': 0.00039726835207061197, 'epoch': 3.18}
{'loss': 4.2107, 'learning_rate': 0.00039701471716537635, 'epoch': 3.2}
{'loss': 4.1761, 'learning_rate': 0.0003967610822601406, 'epoch': 3.22}
{'loss': 4.1875, 'learning_rate': 0.000396507447354905, 'epoch': 3.24}
{'loss': 4.2015, 'learning_rate': 0.00039625381244966934, 'epoch': 3.25}
{'loss': 4.2366, 'learning_rate': 0.0003960001775444337, 'epoch': 3.27}
{'loss': 4.2152, 'learning_rate': 0.000395746542639198, 'epoch': 3.29}
{'loss': 4.2051, 'learning_rate': 0.0003954929077339624, 'epoch': 3.3}
{'loss': 4.2042, 'learning_rate': 0.0003952392728287267, 'epoch': 3.32}
{'loss': 4.2147, 'learning_rate': 0.00039498563792349104, 'epoch': 3.34}
{'loss': 4.2364, 'learning_rate': 0.00039473200301825537, 'epoch': 3.36}
{'loss': 4.2777, 'learning_rate': 0.00039447836811301975, 'epoch': 3.37}
{'loss': 4.2604, 'learning_rate': 0.0003942247332077841, 'epoch': 3.39}
{'loss': 4.3041, 'learning_rate': 0.0003939710983025484, 'epoch': 3.41}
{'loss': 4.3179, 'learning_rate': 0.0003937174633973128, 'epoch': 3.42}
