{'loss': 133.3159, 'learning_rate': 3.493013972055888e-06, 'epoch': 0.01}
{'loss': 4.515, 'learning_rate': 0.00019910179640718565, 'epoch': 0.85}
{'loss': 4.595, 'learning_rate': 0.0002025948103792415, 'epoch': 0.87}
{'loss': 4.5375, 'learning_rate': 0.0002060878243512974, 'epoch': 0.88}
{'loss': 4.3617, 'learning_rate': 0.00020958083832335326, 'epoch': 0.9}
{'loss': 4.3728, 'learning_rate': 0.00021307385229540917, 'epoch': 0.91}
{'loss': 4.4718, 'learning_rate': 0.00021656686626746508, 'epoch': 0.93}
{'loss': 4.3434, 'learning_rate': 0.00022005988023952094, 'epoch': 0.94}
{'loss': 4.342, 'learning_rate': 0.00022355289421157685, 'epoch': 0.96}
{'loss': 4.3526, 'learning_rate': 0.00022704590818363275, 'epoch': 0.97}
{'loss': 4.3202, 'learning_rate': 0.0002305389221556886, 'epoch': 0.99}
{'loss': 4.391, 'learning_rate': 0.00023403193612774452, 'epoch': 1.0}
{'loss': 4.5093, 'learning_rate': 0.00023752495009980037, 'epoch': 1.02}
{'loss': 4.2994, 'learning_rate': 0.00024101796407185628, 'epoch': 1.03}
{'loss': 4.1345, 'learning_rate': 0.00024451097804391216, 'epoch': 1.05}
{'loss': 4.2828, 'learning_rate': 0.00024800399201596807, 'epoch': 1.06}
{'loss': 4.2331, 'learning_rate': 0.00025149700598802393, 'epoch': 1.08}
{'loss': 4.1414, 'learning_rate': 0.00025499001996007984, 'epoch': 1.09}
{'loss': 4.207, 'learning_rate': 0.0002584830339321357, 'epoch': 1.11}
{'loss': 4.3133, 'learning_rate': 0.0002619760479041916, 'epoch': 1.12}
{'loss': 4.1547, 'learning_rate': 0.0002654690618762475, 'epoch': 1.14}
{'loss': 4.1112, 'learning_rate': 0.00026896207584830336, 'epoch': 1.15}
{'loss': 4.0616, 'learning_rate': 0.00027245508982035927, 'epoch': 1.17}
{'loss': 4.0633, 'learning_rate': 0.00027594810379241513, 'epoch': 1.18}
{'loss': 4.1911, 'learning_rate': 0.00027944111776447104, 'epoch': 1.2}
{'loss': 4.2254, 'learning_rate': 0.00028293413173652695, 'epoch': 1.21}
{'loss': 4.1224, 'learning_rate': 0.0002864271457085828, 'epoch': 1.23}
{'loss': 4.041, 'learning_rate': 0.0002899201596806387, 'epoch': 1.24}
{'loss': 4.0589, 'learning_rate': 0.00029341317365269456, 'epoch': 1.26}
{'loss': 4.1063, 'learning_rate': 0.0002969061876247505, 'epoch': 1.27}
{'loss': 4.0855, 'learning_rate': 0.0003003992015968064, 'epoch': 1.29}
{'loss': 4.1156, 'learning_rate': 0.00030389221556886224, 'epoch': 1.3}
{'loss': 4.1801, 'learning_rate': 0.00030738522954091815, 'epoch': 1.32}
{'loss': 4.309, 'learning_rate': 0.00031087824351297405, 'epoch': 1.33}
{'loss': 4.2573, 'learning_rate': 0.0003143712574850299, 'epoch': 1.35}
{'loss': 4.1148, 'learning_rate': 0.0003178642714570858, 'epoch': 1.36}
{'loss': 4.1262, 'learning_rate': 0.0003213572854291417, 'epoch': 1.38}
{'loss': 4.1431, 'learning_rate': 0.0003248502994011976, 'epoch': 1.39}
{'loss': 4.1362, 'learning_rate': 0.0003283433133732535, 'epoch': 1.41}
{'loss': 4.1748, 'learning_rate': 0.00033183632734530935, 'epoch': 1.42}
{'loss': 4.2096, 'learning_rate': 0.00033532934131736525, 'epoch': 1.44}
{'loss': 4.3005, 'learning_rate': 0.00033882235528942116, 'epoch': 1.45}
{'loss': 4.3409, 'learning_rate': 0.000342315369261477, 'epoch': 1.47}
{'loss': 4.2241, 'learning_rate': 0.00034580838323353293, 'epoch': 1.48}
{'loss': 4.1615, 'learning_rate': 0.0003493013972055888, 'epoch': 1.5}
{'eval_loss': 4.584242820739746, 'eval_runtime': 6796.7428, 'eval_samples_per_second': 7.952, 'eval_steps_per_second': 0.021, 'epoch': 1.5}
{'loss': 4.1963, 'learning_rate': 0.0003527944111776447, 'epoch': 1.51}
{'loss': 4.1855, 'learning_rate': 0.0003562874251497006, 'epoch': 1.53}
{'loss': 4.2445, 'learning_rate': 0.0003597804391217565, 'epoch': 1.54}
{'loss': 4.3949, 'learning_rate': 0.0003632734530938123, 'epoch': 1.56}
{'loss': 4.3088, 'learning_rate': 0.0003667664670658682, 'epoch': 1.57}
{'loss': 4.2624, 'learning_rate': 0.00037025948103792413, 'epoch': 1.59}
{'loss': 4.2548, 'learning_rate': 0.00037375249500998004, 'epoch': 1.6}
{'loss': 4.2125, 'learning_rate': 0.00037724550898203595, 'epoch': 1.62}
{'loss': 4.1723, 'learning_rate': 0.00038073852295409185, 'epoch': 1.63}
{'loss': 4.2286, 'learning_rate': 0.00038423153692614765, 'epoch': 1.65}
{'loss': 4.4167, 'learning_rate': 0.00038772455089820356, 'epoch': 1.66}
{'loss': 4.4015, 'learning_rate': 0.00039121756487025947, 'epoch': 1.68}
{'loss': 4.2968, 'learning_rate': 0.0003947105788423154, 'epoch': 1.69}
{'loss': 4.1865, 'learning_rate': 0.0003982035928143713, 'epoch': 1.71}
{'loss': 4.145, 'learning_rate': 0.0004016966067864271, 'epoch': 1.72}
{'loss': 4.1234, 'learning_rate': 0.000405189620758483, 'epoch': 1.74}
{'loss': 4.1737, 'learning_rate': 0.0004086826347305389, 'epoch': 1.75}
{'loss': 4.252, 'learning_rate': 0.0004121756487025948, 'epoch': 1.77}
{'loss': 4.3905, 'learning_rate': 0.00041566866267465073, 'epoch': 1.78}
{'loss': 4.4611, 'learning_rate': 0.00041916167664670653, 'epoch': 1.8}
{'loss': 4.3546, 'learning_rate': 0.00042265469061876244, 'epoch': 1.81}
{'loss': 4.3812, 'learning_rate': 0.00042614770459081835, 'epoch': 1.83}
{'loss': 4.26, 'learning_rate': 0.00042964071856287425, 'epoch': 1.84}
{'loss': 4.1931, 'learning_rate': 0.00043313373253493016, 'epoch': 1.86}
{'loss': 4.3643, 'learning_rate': 0.00043662674650698607, 'epoch': 1.87}
{'loss': 4.2348, 'learning_rate': 0.0004401197604790419, 'epoch': 1.89}
{'loss': 4.0998, 'learning_rate': 0.0004436127744510978, 'epoch': 1.9}
{'loss': 4.1149, 'learning_rate': 0.0004471057884231537, 'epoch': 1.92}
{'loss': 4.1867, 'learning_rate': 0.0004505988023952096, 'epoch': 1.93}
{'loss': 4.0135, 'learning_rate': 0.0004540918163672655, 'epoch': 1.95}
{'loss': 4.0392, 'learning_rate': 0.0004575848303393213, 'epoch': 1.96}
{'loss': 4.0704, 'learning_rate': 0.0004610778443113772, 'epoch': 1.98}
{'loss': 4.0558, 'learning_rate': 0.00046457085828343313, 'epoch': 1.99}
{'loss': 4.1484, 'learning_rate': 0.00046806387225548904, 'epoch': 2.01}
{'loss': 4.0203, 'learning_rate': 0.00047155688622754495, 'epoch': 2.02}
{'loss': 3.8108, 'learning_rate': 0.00047504990019960075, 'epoch': 2.04}
{'loss': 3.6837, 'learning_rate': 0.00047854291417165665, 'epoch': 2.05}
{'loss': 4.0, 'learning_rate': 0.00048203592814371256, 'epoch': 2.07}
{'loss': 3.9284, 'learning_rate': 0.00048552894211576847, 'epoch': 2.08}
{'loss': 3.848, 'learning_rate': 0.0004890219560878243, 'epoch': 2.1}
{'loss': 3.9491, 'learning_rate': 0.0004925149700598803, 'epoch': 2.11}
{'loss': 4.032, 'learning_rate': 0.0004960079840319361, 'epoch': 2.13}
{'loss': 3.9196, 'learning_rate': 0.000499500998003992, 'epoch': 2.14}
{'loss': 3.861, 'learning_rate': 0.0005029940119760479, 'epoch': 2.16}
{'loss': 3.8052, 'learning_rate': 0.0005064870259481038, 'epoch': 2.17}
{'loss': 3.864, 'learning_rate': 0.0005099800399201597, 'epoch': 2.19}
{'loss': 3.9794, 'learning_rate': 0.0005134730538922155, 'epoch': 2.2}
{'loss': 4.0132, 'learning_rate': 0.0005169660678642714, 'epoch': 2.22}
{'loss': 3.9118, 'learning_rate': 0.0005204590818363273, 'epoch': 2.23}
{'loss': 3.8317, 'learning_rate': 0.0005239520958083832, 'epoch': 2.25}
{'eval_loss': 4.413687705993652, 'eval_runtime': 7124.3923, 'eval_samples_per_second': 7.586, 'eval_steps_per_second': 0.02, 'epoch': 2.25}
{'loss': 3.8649, 'learning_rate': 0.0005274451097804392, 'epoch': 2.26}
{'loss': 3.9247, 'learning_rate': 0.000530938123752495, 'epoch': 2.28}
{'loss': 3.8912, 'learning_rate': 0.0005344311377245509, 'epoch': 2.29}
{'loss': 3.9442, 'learning_rate': 0.0005379241516966067, 'epoch': 2.31}
{'loss': 4.0331, 'learning_rate': 0.0005414171656686627, 'epoch': 2.32}
{'loss': 4.1624, 'learning_rate': 0.0005449101796407185, 'epoch': 2.34}
{'loss': 4.0651, 'learning_rate': 0.0005484031936127745, 'epoch': 2.35}
{'loss': 3.9382, 'learning_rate': 0.0005518962075848303, 'epoch': 2.37}
{'loss': 3.9574, 'learning_rate': 0.0005553892215568862, 'epoch': 2.38}
{'loss': 3.9843, 'learning_rate': 0.0005588822355289421, 'epoch': 2.4}
{'loss': 3.9862, 'learning_rate': 0.000562375249500998, 'epoch': 2.41}
{'loss': 4.0036, 'learning_rate': 0.0005658682634730539, 'epoch': 2.43}
{'loss': 4.07, 'learning_rate': 0.0005693612774451097, 'epoch': 2.44}
{'loss': 4.1502, 'learning_rate': 0.0005728542914171656, 'epoch': 2.46}
{'loss': 4.18, 'learning_rate': 0.0005763473053892216, 'epoch': 2.47}
{'loss': 4.043, 'learning_rate': 0.0005798403193612774, 'epoch': 2.49}
{'loss': 4.019, 'learning_rate': 0.0005833333333333334, 'epoch': 2.5}
{'loss': 4.0476, 'learning_rate': 0.0005868263473053891, 'epoch': 2.51}
{'loss': 4.0076, 'learning_rate': 0.0005903193612774451, 'epoch': 2.53}
{'loss': 4.1418, 'learning_rate': 0.000593812375249501, 'epoch': 2.54}
{'loss': 4.2462, 'learning_rate': 0.0005973053892215569, 'epoch': 2.56}
{'loss': 4.1598, 'learning_rate': 0.0006007984031936128, 'epoch': 2.57}
{'loss': 4.1102, 'learning_rate': 0.0006042914171656687, 'epoch': 2.59}
{'loss': 4.104, 'learning_rate': 0.0006077844311377245, 'epoch': 2.6}
{'loss': 4.0603, 'learning_rate': 0.0006112774451097804, 'epoch': 2.62}
{'loss': 4.0344, 'learning_rate': 0.0006147704590818363, 'epoch': 2.63}
{'loss': 4.1185, 'learning_rate': 0.0006182634730538923, 'epoch': 2.65}
{'loss': 4.305, 'learning_rate': 0.0006217564870259481, 'epoch': 2.66}
{'loss': 4.2609, 'learning_rate': 0.000625249500998004, 'epoch': 2.68}
{'loss': 4.1443, 'learning_rate': 0.0006287425149700598, 'epoch': 2.69}
{'loss': 4.0344, 'learning_rate': 0.0006322355289421158, 'epoch': 2.71}
{'loss': 3.9703, 'learning_rate': 0.0006357285429141716, 'epoch': 2.72}
{'loss': 4.0243, 'learning_rate': 0.0006392215568862276, 'epoch': 2.74}
{'loss': 4.0381, 'learning_rate': 0.0006427145708582833, 'epoch': 2.75}
{'loss': 4.1587, 'learning_rate': 0.0006462075848303393, 'epoch': 2.77}
{'loss': 4.3081, 'learning_rate': 0.0006497005988023952, 'epoch': 2.78}
{'loss': 4.3286, 'learning_rate': 0.0006531936127744511, 'epoch': 2.8}
{'loss': 4.2346, 'learning_rate': 0.000656686626746507, 'epoch': 2.81}
{'loss': 4.2489, 'learning_rate': 0.0006601796407185629, 'epoch': 2.83}
{'loss': 4.0672, 'learning_rate': 0.0006636726546906187, 'epoch': 2.84}
{'loss': 4.0651, 'learning_rate': 0.0006671656686626747, 'epoch': 2.86}
{'loss': 4.2764, 'learning_rate': 0.0006706586826347305, 'epoch': 2.87}
{'loss': 4.0655, 'learning_rate': 0.0006741516966067865, 'epoch': 2.89}
{'loss': 3.991, 'learning_rate': 0.0006776447105788423, 'epoch': 2.9}
{'loss': 4.006, 'learning_rate': 0.0006811377245508982, 'epoch': 2.92}
{'loss': 4.0035, 'learning_rate': 0.000684630738522954, 'epoch': 2.93}
{'loss': 3.8517, 'learning_rate': 0.00068812375249501, 'epoch': 2.95}
{'loss': 3.8878, 'learning_rate': 0.0006916167664670659, 'epoch': 2.96}
{'loss': 3.8737, 'learning_rate': 0.0006951097804391218, 'epoch': 2.98}
{'loss': 3.902, 'learning_rate': 0.0006986027944111776, 'epoch': 2.99}
{'eval_loss': 4.9926018714904785, 'eval_runtime': 6878.9857, 'eval_samples_per_second': 7.857, 'eval_steps_per_second': 0.02, 'epoch': 2.99}
{'loss': 3.9501, 'learning_rate': 0.0006997671324018629, 'epoch': 3.01}
{'loss': 3.72, 'learning_rate': 0.0006993790197383012, 'epoch': 3.02}
{'loss': 3.5819, 'learning_rate': 0.0006989909070747393, 'epoch': 3.04}
{'loss': 3.5527, 'learning_rate': 0.0006986027944111776, 'epoch': 3.05}
{'loss': 3.8369, 'learning_rate': 0.0006982146817476159, 'epoch': 3.07}
{'loss': 3.7879, 'learning_rate': 0.0006978265690840541, 'epoch': 3.08}
{'loss': 3.6877, 'learning_rate': 0.0006974384564204923, 'epoch': 3.1}
{'loss': 3.8682, 'learning_rate': 0.0006970503437569305, 'epoch': 3.11}
{'loss': 3.8775, 'learning_rate': 0.0006966622310933689, 'epoch': 3.13}
{'loss': 3.8027, 'learning_rate': 0.0006962741184298071, 'epoch': 3.14}
{'loss': 3.7187, 'learning_rate': 0.0006958860057662453, 'epoch': 3.16}
{'loss': 3.6721, 'learning_rate': 0.0006954978931026835, 'epoch': 3.17}
{'loss': 3.7986, 'learning_rate': 0.0006951097804391218, 'epoch': 3.19}
{'loss': 3.8834, 'learning_rate': 0.0006947216677755599, 'epoch': 3.2}
{'loss': 3.909, 'learning_rate': 0.0006943335551119982, 'epoch': 3.22}
{'loss': 3.7892, 'learning_rate': 0.0006939454424484365, 'epoch': 3.23}
{'loss': 3.7186, 'learning_rate': 0.0006935573297848747, 'epoch': 3.25}
{'loss': 3.7503, 'learning_rate': 0.0006931692171213129, 'epoch': 3.26}
{'loss': 3.8111, 'learning_rate': 0.0006927811044577511, 'epoch': 3.28}
{'loss': 3.7746, 'learning_rate': 0.0006923929917941894, 'epoch': 3.29}
{'loss': 3.8438, 'learning_rate': 0.0006920048791306276, 'epoch': 3.31}
{'loss': 3.9529, 'learning_rate': 0.0006916167664670659, 'epoch': 3.32}
{'loss': 4.0664, 'learning_rate': 0.0006912286538035041, 'epoch': 3.34}
{'loss': 3.937, 'learning_rate': 0.0006908405411399424, 'epoch': 3.35}
{'loss': 3.816, 'learning_rate': 0.0006904524284763805, 'epoch': 3.37}
{'loss': 3.8556, 'learning_rate': 0.0006900643158128188, 'epoch': 3.38}
{'loss': 3.8744, 'learning_rate': 0.000689676203149257, 'epoch': 3.4}
{'loss': 3.8853, 'learning_rate': 0.0006892880904856952, 'epoch': 3.41}
{'loss': 3.8963, 'learning_rate': 0.0006888999778221335, 'epoch': 3.43}
{'loss': 3.98, 'learning_rate': 0.0006885118651585718, 'epoch': 3.44}
{'loss': 4.0712, 'learning_rate': 0.00068812375249501, 'epoch': 3.46}
{'loss': 4.0447, 'learning_rate': 0.0006877356398314482, 'epoch': 3.47}
{'loss': 3.9106, 'learning_rate': 0.0006873475271678864, 'epoch': 3.49}
{'loss': 3.9461, 'learning_rate': 0.0006869594145043246, 'epoch': 3.5}
{'loss': 3.9307, 'learning_rate': 0.000686571301840763, 'epoch': 3.52}
{'loss': 3.9014, 'learning_rate': 0.0006861831891772011, 'epoch': 3.53}
{'loss': 4.0715, 'learning_rate': 0.0006857950765136394, 'epoch': 3.55}
{'loss': 4.1334, 'learning_rate': 0.0006854069638500776, 'epoch': 3.56}
{'loss': 4.0505, 'learning_rate': 0.0006850188511865158, 'epoch': 3.58}
{'loss': 3.9812, 'learning_rate': 0.000684630738522954, 'epoch': 3.59}
{'loss': 4.0066, 'learning_rate': 0.0006842426258593924, 'epoch': 3.61}
{'loss': 3.9449, 'learning_rate': 0.0006838545131958306, 'epoch': 3.62}
{'loss': 3.9254, 'learning_rate': 0.0006834664005322688, 'epoch': 3.64}
{'loss': 4.0453, 'learning_rate': 0.000683078287868707, 'epoch': 3.65}
{'loss': 4.214, 'learning_rate': 0.0006826901752051453, 'epoch': 3.67}
{'loss': 4.142, 'learning_rate': 0.0006823020625415835, 'epoch': 3.68}
{'loss': 4.0104, 'learning_rate': 0.0006819139498780216, 'epoch': 3.7}
{'loss': 3.9196, 'learning_rate': 0.00068152583721446, 'epoch': 3.71}
{'loss': 3.8364, 'learning_rate': 0.0006811377245508982, 'epoch': 3.73}
{'loss': 3.9352, 'learning_rate': 0.0006807496118873364, 'epoch': 3.74}
{'eval_loss': 4.549981594085693, 'eval_runtime': 6748.637, 'eval_samples_per_second': 8.009, 'eval_steps_per_second': 0.021, 'epoch': 3.74}
{'loss': 3.9512, 'learning_rate': 0.0006803614992237746, 'epoch': 3.76}
{'loss': 4.0685, 'learning_rate': 0.0006799733865602129, 'epoch': 3.77}
{'loss': 4.2483, 'learning_rate': 0.0006795852738966511, 'epoch': 3.79}
{'loss': 4.2122, 'learning_rate': 0.0006791971612330894, 'epoch': 3.8}
{'loss': 4.1413, 'learning_rate': 0.0006788090485695276, 'epoch': 3.82}
{'loss': 4.1187, 'learning_rate': 0.0006784209359059659, 'epoch': 3.83}
{'loss': 3.8811, 'learning_rate': 0.0006780328232424041, 'epoch': 3.85}
{'loss': 3.9945, 'learning_rate': 0.0006776447105788423, 'epoch': 3.86}
{'loss': 4.1651, 'learning_rate': 0.0006772565979152805, 'epoch': 3.88}
{'loss': 3.9356, 'learning_rate': 0.0006768684852517189, 'epoch': 3.89}
{'loss': 3.8809, 'learning_rate': 0.000676480372588157, 'epoch': 3.91}
{'loss': 3.9098, 'learning_rate': 0.0006760922599245952, 'epoch': 3.92}
{'loss': 3.7903, 'learning_rate': 0.0006757041472610335, 'epoch': 3.94}
{'loss': 3.6728, 'learning_rate': 0.0006753160345974717, 'epoch': 3.95}
{'loss': 3.7116, 'learning_rate': 0.0006749279219339099, 'epoch': 3.97}
{'loss': 3.689, 'learning_rate': 0.0006745398092703481, 'epoch': 3.98}
{'loss': 3.7531, 'learning_rate': 0.0006741516966067865, 'epoch': 4.0}
{'loss': 3.7321, 'learning_rate': 0.0006737635839432247, 'epoch': 4.01}
{'loss': 3.4204, 'learning_rate': 0.0006733754712796629, 'epoch': 4.03}
{'loss': 3.3771, 'learning_rate': 0.0006729873586161011, 'epoch': 4.04}
{'loss': 3.5067, 'learning_rate': 0.0006725992459525394, 'epoch': 4.06}
{'loss': 3.667, 'learning_rate': 0.0006722111332889775, 'epoch': 4.07}
{'loss': 3.6176, 'learning_rate': 0.0006718230206254159, 'epoch': 4.09}
{'loss': 3.5678, 'learning_rate': 0.0006714349079618541, 'epoch': 4.1}
{'loss': 3.8031, 'learning_rate': 0.0006710467952982923, 'epoch': 4.12}
{'loss': 3.7282, 'learning_rate': 0.0006706586826347305, 'epoch': 4.13}
{'loss': 3.6777, 'learning_rate': 0.0006702705699711687, 'epoch': 4.15}
{'loss': 3.5935, 'learning_rate': 0.000669882457307607, 'epoch': 4.16}
{'loss': 3.5698, 'learning_rate': 0.0006694943446440453, 'epoch': 4.18}
{'loss': 3.7255, 'learning_rate': 0.0006691062319804835, 'epoch': 4.19}
{'loss': 3.7844, 'learning_rate': 0.0006687181193169217, 'epoch': 4.21}
{'loss': 3.7878, 'learning_rate': 0.00066833000665336, 'epoch': 4.22}
{'loss': 3.6714, 'learning_rate': 0.0006679418939897981, 'epoch': 4.24}
{'loss': 3.6143, 'learning_rate': 0.0006675537813262364, 'epoch': 4.25}
{'loss': 3.6662, 'learning_rate': 0.0006671656686626747, 'epoch': 4.27}
{'loss': 3.6961, 'learning_rate': 0.0006667775559991129, 'epoch': 4.28}
{'loss': 3.6902, 'learning_rate': 0.0006663894433355511, 'epoch': 4.3}
{'loss': 3.7377, 'learning_rate': 0.0006660013306719894, 'epoch': 4.31}
{'loss': 3.8973, 'learning_rate': 0.0006656132180084276, 'epoch': 4.33}
{'loss': 3.9484, 'learning_rate': 0.0006652251053448657, 'epoch': 4.34}
{'loss': 3.7971, 'learning_rate': 0.000664836992681304, 'epoch': 4.36}
{'loss': 3.7265, 'learning_rate': 0.0006644488800177423, 'epoch': 4.37}
{'loss': 3.7769, 'learning_rate': 0.0006640607673541805, 'epoch': 4.39}
{'loss': 3.7694, 'learning_rate': 0.0006636726546906187, 'epoch': 4.4}
{'loss': 3.7956, 'learning_rate': 0.000663284542027057, 'epoch': 4.42}
{'loss': 3.7879, 'learning_rate': 0.0006628964293634952, 'epoch': 4.43}
{'loss': 3.8936, 'learning_rate': 0.0006625083166999334, 'epoch': 4.45}
{'loss': 3.9923, 'learning_rate': 0.0006621202040363717, 'epoch': 4.46}
{'loss': 3.9376, 'learning_rate': 0.00066173209137281, 'epoch': 4.48}
{'loss': 3.7926, 'learning_rate': 0.0006613439787092482, 'epoch': 4.49}
{'eval_loss': 4.357244968414307, 'eval_runtime': 6804.8808, 'eval_samples_per_second': 7.943, 'eval_steps_per_second': 0.021, 'epoch': 4.49}
{'loss': 3.8736, 'learning_rate': 0.0006609558660456864, 'epoch': 4.51}
{'loss': 3.8195, 'learning_rate': 0.0006605677533821246, 'epoch': 4.52}
{'loss': 3.8194, 'learning_rate': 0.0006601796407185629, 'epoch': 4.54}
{'loss': 4.0113, 'learning_rate': 0.000659791528055001, 'epoch': 4.55}
{'loss': 4.0321, 'learning_rate': 0.0006594034153914393, 'epoch': 4.57}
{'loss': 3.9378, 'learning_rate': 0.0006590153027278776, 'epoch': 4.58}
{'loss': 3.8849, 'learning_rate': 0.0006586271900643158, 'epoch': 4.6}
{'loss': 3.8932, 'learning_rate': 0.000658239077400754, 'epoch': 4.61}
{'loss': 3.8404, 'learning_rate': 0.0006578509647371922, 'epoch': 4.63}
{'loss': 3.8427, 'learning_rate': 0.0006574628520736306, 'epoch': 4.64}
{'loss': 3.9905, 'learning_rate': 0.0006570747394100688, 'epoch': 4.66}
{'loss': 4.1317, 'learning_rate': 0.000656686626746507, 'epoch': 4.67}
{'loss': 4.0128, 'learning_rate': 0.0006562985140829452, 'epoch': 4.69}
{'loss': 3.9043, 'learning_rate': 0.0006559104014193835, 'epoch': 4.7}
{'loss': 3.8285, 'learning_rate': 0.0006555222887558216, 'epoch': 4.72}
{'loss': 3.703, 'learning_rate': 0.00065513417609226, 'epoch': 4.73}
{'loss': 3.8343, 'learning_rate': 0.0006547460634286982, 'epoch': 4.75}
{'loss': 3.8746, 'learning_rate': 0.0006543579507651364, 'epoch': 4.76}
{'loss': 4.0204, 'learning_rate': 0.0006539698381015746, 'epoch': 4.78}
{'loss': 4.1835, 'learning_rate': 0.0006535817254380128, 'epoch': 4.79}
{'loss': 4.1001, 'learning_rate': 0.0006531936127744511, 'epoch': 4.81}
