{'loss': 3.2, 'learning_rate': 0.00037617106486447833, 'epoch': 2.01}
{'loss': 3.4092, 'learning_rate': 0.00039732373437586913, 'epoch': 2.36}
{'loss': 3.376, 'learning_rate': 0.0003972442728074567, 'epoch': 2.37}
{'loss': 3.4006, 'learning_rate': 0.00039716481123904424, 'epoch': 2.38}
{'loss': 3.4205, 'learning_rate': 0.0003970853496706318, 'epoch': 2.38}
{'loss': 3.385, 'learning_rate': 0.0003970058881022194, 'epoch': 2.39}
{'loss': 3.3573, 'learning_rate': 0.00039692642653380695, 'epoch': 2.39}
{'loss': 3.3006, 'learning_rate': 0.0003968469649653945, 'epoch': 2.4}
{'loss': 3.2801, 'learning_rate': 0.0003967675033969821, 'epoch': 2.4}
{'eval_loss': 3.985903024673462, 'eval_runtime': 10630.1377, 'eval_samples_per_second': 9.13, 'eval_steps_per_second': 0.024, 'epoch': 2.4}
{'loss': 3.302, 'learning_rate': 0.0003966880418285696, 'epoch': 2.41}
{'loss': 3.3431, 'learning_rate': 0.0003966085802601572, 'epoch': 2.41}
{'loss': 3.2995, 'learning_rate': 0.00039652911869174476, 'epoch': 2.42}
{'loss': 3.3191, 'learning_rate': 0.0003964496571233323, 'epoch': 2.42}
{'loss': 3.264, 'learning_rate': 0.0003963701955549199, 'epoch': 2.43}
{'loss': 3.2507, 'learning_rate': 0.00039629073398650747, 'epoch': 2.43}
{'loss': 3.3348, 'learning_rate': 0.000396211272418095, 'epoch': 2.44}
{'loss': 3.2309, 'learning_rate': 0.00039613181084968257, 'epoch': 2.45}
{'loss': 3.2759, 'learning_rate': 0.0003960523492812701, 'epoch': 2.45}
{'loss': 3.2748, 'learning_rate': 0.00039597288771285767, 'epoch': 2.46}
{'loss': 3.2627, 'learning_rate': 0.0003958934261444453, 'epoch': 2.46}
{'loss': 3.3155, 'learning_rate': 0.00039581396457603283, 'epoch': 2.47}
{'loss': 3.3014, 'learning_rate': 0.0003957345030076204, 'epoch': 2.47}
{'loss': 3.3136, 'learning_rate': 0.00039565504143920793, 'epoch': 2.48}
{'loss': 3.3162, 'learning_rate': 0.0003955755798707955, 'epoch': 2.48}
{'loss': 3.3851, 'learning_rate': 0.0003954961183023831, 'epoch': 2.49}
{'loss': 3.3692, 'learning_rate': 0.00039541665673397064, 'epoch': 2.49}
{'loss': 3.4381, 'learning_rate': 0.0003953371951655582, 'epoch': 2.5}
{'loss': 3.2519, 'learning_rate': 0.0003952577335971458, 'epoch': 2.5}
{'loss': 3.2486, 'learning_rate': 0.0003951782720287333, 'epoch': 2.51}
{'loss': 3.2672, 'learning_rate': 0.00039509881046032085, 'epoch': 2.51}
{'loss': 3.2924, 'learning_rate': 0.00039501934889190845, 'epoch': 2.52}
{'loss': 3.2517, 'learning_rate': 0.000394939887323496, 'epoch': 2.53}
{'loss': 3.3216, 'learning_rate': 0.00039486042575508356, 'epoch': 2.53}
{'loss': 3.2798, 'learning_rate': 0.00039478096418667116, 'epoch': 2.54}
{'eval_loss': 4.027950286865234, 'eval_runtime': 10746.1543, 'eval_samples_per_second': 9.032, 'eval_steps_per_second': 0.024, 'epoch': 2.54}
{'loss': 3.2132, 'learning_rate': 0.0003947015026182587, 'epoch': 2.54}
{'loss': 3.232, 'learning_rate': 0.00039462204104984627, 'epoch': 2.55}
{'loss': 3.2146, 'learning_rate': 0.0003945425794814338, 'epoch': 2.55}
{'loss': 3.193, 'learning_rate': 0.00039446311791302137, 'epoch': 2.56}
{'loss': 3.198, 'learning_rate': 0.000394383656344609, 'epoch': 2.56}
{'loss': 3.1849, 'learning_rate': 0.0003943041947761965, 'epoch': 2.57}
{'loss': 3.2432, 'learning_rate': 0.0003942247332077841, 'epoch': 2.57}
{'loss': 3.2162, 'learning_rate': 0.00039414527163937163, 'epoch': 2.58}
{'loss': 3.1641, 'learning_rate': 0.0003940658100709592, 'epoch': 2.58}
{'loss': 3.1689, 'learning_rate': 0.00039398634850254673, 'epoch': 2.59}
{'loss': 3.1747, 'learning_rate': 0.00039390688693413434, 'epoch': 2.6}
{'loss': 3.2062, 'learning_rate': 0.0003938274253657219, 'epoch': 2.6}
{'loss': 3.205, 'learning_rate': 0.0003937479637973095, 'epoch': 2.61}
{'loss': 3.2114, 'learning_rate': 0.000393668502228897, 'epoch': 2.61}
{'loss': 3.2194, 'learning_rate': 0.00039358904066048454, 'epoch': 2.62}
{'loss': 3.2553, 'learning_rate': 0.00039350957909207215, 'epoch': 2.62}
{'loss': 3.3001, 'learning_rate': 0.0003934301175236597, 'epoch': 2.63}
{'loss': 3.3287, 'learning_rate': 0.00039335065595524725, 'epoch': 2.63}
{'loss': 3.2847, 'learning_rate': 0.00039327119438683486, 'epoch': 2.64}
{'loss': 3.2215, 'learning_rate': 0.0003931917328184224, 'epoch': 2.64}
{'loss': 3.2112, 'learning_rate': 0.0003931122712500099, 'epoch': 2.65}
{'loss': 3.2026, 'learning_rate': 0.0003930328096815975, 'epoch': 2.65}
{'loss': 3.1534, 'learning_rate': 0.00039295334811318506, 'epoch': 2.66}
{'loss': 3.141, 'learning_rate': 0.0003928738865447726, 'epoch': 2.67}
{'loss': 3.1207, 'learning_rate': 0.0003927944249763602, 'epoch': 2.67}
{'eval_loss': 4.025008201599121, 'eval_runtime': 10870.1214, 'eval_samples_per_second': 8.929, 'eval_steps_per_second': 0.023, 'epoch': 2.67}
{'loss': 3.1695, 'learning_rate': 0.0003927149634079478, 'epoch': 2.68}
{'loss': 3.1323, 'learning_rate': 0.0003926355018395353, 'epoch': 2.68}
{'loss': 3.1668, 'learning_rate': 0.0003925560402711229, 'epoch': 2.69}
{'loss': 3.0974, 'learning_rate': 0.00039247657870271043, 'epoch': 2.69}
{'loss': 3.177, 'learning_rate': 0.00039239711713429803, 'epoch': 2.7}
{'loss': 3.1941, 'learning_rate': 0.0003923176555658856, 'epoch': 2.7}
{'loss': 3.1552, 'learning_rate': 0.00039223819399747314, 'epoch': 2.71}
{'loss': 3.1139, 'learning_rate': 0.00039215873242906074, 'epoch': 2.71}
{'loss': 3.1288, 'learning_rate': 0.00039207927086064824, 'epoch': 2.72}
{'loss': 3.1675, 'learning_rate': 0.0003919998092922358, 'epoch': 2.72}
{'loss': 3.0992, 'learning_rate': 0.0003919203477238234, 'epoch': 2.73}
{'loss': 3.1065, 'learning_rate': 0.00039184088615541095, 'epoch': 2.73}
{'loss': 3.1184, 'learning_rate': 0.00039176142458699855, 'epoch': 2.74}
{'loss': 3.145, 'learning_rate': 0.0003916819630185861, 'epoch': 2.75}
{'loss': 3.0942, 'learning_rate': 0.00039160250145017366, 'epoch': 2.75}
{'loss': 3.0947, 'learning_rate': 0.0003915230398817612, 'epoch': 2.76}
{'loss': 3.0207, 'learning_rate': 0.00039144357831334876, 'epoch': 2.76}
{'loss': 3.046, 'learning_rate': 0.0003913641167449363, 'epoch': 2.77}
{'loss': 3.0541, 'learning_rate': 0.0003912846551765239, 'epoch': 2.77}
{'loss': 3.0456, 'learning_rate': 0.00039120519360811147, 'epoch': 2.78}
{'loss': 3.0612, 'learning_rate': 0.000391125732039699, 'epoch': 2.78}
{'loss': 3.0304, 'learning_rate': 0.00039104627047128657, 'epoch': 2.79}
{'loss': 3.0629, 'learning_rate': 0.0003909668089028741, 'epoch': 2.79}
{'loss': 3.0574, 'learning_rate': 0.0003908873473344617, 'epoch': 2.8}
{'loss': 2.9824, 'learning_rate': 0.0003908078857660493, 'epoch': 2.8}
{'eval_loss': 4.047992706298828, 'eval_runtime': 10712.2274, 'eval_samples_per_second': 9.06, 'eval_steps_per_second': 0.024, 'epoch': 2.8}
{'loss': 3.0169, 'learning_rate': 0.00039072842419763683, 'epoch': 2.81}
{'loss': 3.0168, 'learning_rate': 0.00039064896262922444, 'epoch': 2.82}
{'loss': 3.1022, 'learning_rate': 0.00039056950106081194, 'epoch': 2.82}
{'loss': 3.1782, 'learning_rate': 0.0003904900394923995, 'epoch': 2.83}
{'loss': 3.1572, 'learning_rate': 0.0003904105779239871, 'epoch': 2.83}
{'loss': 2.9805, 'learning_rate': 0.00039033111635557464, 'epoch': 2.84}
{'loss': 3.0448, 'learning_rate': 0.0003902516547871622, 'epoch': 2.84}
{'loss': 3.0297, 'learning_rate': 0.0003901721932187498, 'epoch': 2.85}
{'loss': 2.9931, 'learning_rate': 0.00039009273165033735, 'epoch': 2.85}
{'loss': 3.0174, 'learning_rate': 0.00039001327008192485, 'epoch': 2.86}
{'loss': 3.0353, 'learning_rate': 0.00038993380851351246, 'epoch': 2.86}
{'loss': 2.9923, 'learning_rate': 0.0003898543469451, 'epoch': 2.87}
{'loss': 2.9521, 'learning_rate': 0.0003897748853766876, 'epoch': 2.87}
{'loss': 2.9848, 'learning_rate': 0.00038969542380827516, 'epoch': 2.88}
{'loss': 3.0258, 'learning_rate': 0.0003896159622398627, 'epoch': 2.89}
{'loss': 2.9972, 'learning_rate': 0.00038953650067145027, 'epoch': 2.89}
{'loss': 3.0084, 'learning_rate': 0.0003894570391030378, 'epoch': 2.9}
{'loss': 2.952, 'learning_rate': 0.00038937757753462537, 'epoch': 2.9}
{'loss': 3.0082, 'learning_rate': 0.000389298115966213, 'epoch': 2.91}
{'loss': 2.9427, 'learning_rate': 0.00038921865439780053, 'epoch': 2.91}
{'loss': 2.9492, 'learning_rate': 0.0003891391928293881, 'epoch': 2.92}
{'loss': 3.0012, 'learning_rate': 0.00038905973126097563, 'epoch': 2.92}
{'loss': 2.8937, 'learning_rate': 0.0003889802696925632, 'epoch': 2.93}
{'loss': 2.8593, 'learning_rate': 0.0003889008081241508, 'epoch': 2.93}
{'loss': 2.8232, 'learning_rate': 0.00038882134655573834, 'epoch': 2.94}
{'eval_loss': 4.123288154602051, 'eval_runtime': 10548.3984, 'eval_samples_per_second': 9.201, 'eval_steps_per_second': 0.024, 'epoch': 2.94}
{'loss': 2.9274, 'learning_rate': 0.0003887418849873259, 'epoch': 2.94}
{'loss': 2.8836, 'learning_rate': 0.0003886624234189135, 'epoch': 2.95}
{'loss': 2.9343, 'learning_rate': 0.00038858296185050105, 'epoch': 2.95}
{'loss': 2.7727, 'learning_rate': 0.00038850350028208855, 'epoch': 2.96}
{'loss': 2.7089, 'learning_rate': 0.00038842403871367615, 'epoch': 2.97}
{'loss': 2.7651, 'learning_rate': 0.0003883445771452637, 'epoch': 2.97}
{'loss': 2.703, 'learning_rate': 0.00038826511557685125, 'epoch': 2.98}
{'loss': 2.7336, 'learning_rate': 0.00038818565400843886, 'epoch': 2.98}
{'loss': 2.6676, 'learning_rate': 0.0003881061924400264, 'epoch': 2.99}
{'loss': 2.7064, 'learning_rate': 0.00038802673087161396, 'epoch': 2.99}
{'loss': 2.6546, 'learning_rate': 0.0003879472693032015, 'epoch': 3.0}
