{'loss': 3.2942, 'learning_rate': 0.0003887418849873259, 'epoch': 3.01}
{'loss': 2.8259, 'learning_rate': 0.0003861991147981279, 'epoch': 3.18}
{'loss': 2.9833, 'learning_rate': 0.00038611965322971547, 'epoch': 3.18}
{'loss': 2.9605, 'learning_rate': 0.000386040191661303, 'epoch': 3.19}
{'loss': 3.0257, 'learning_rate': 0.0003859607300928906, 'epoch': 3.19}
{'loss': 2.9534, 'learning_rate': 0.0003858812685244781, 'epoch': 3.2}
{'loss': 3.0358, 'learning_rate': 0.00038580180695606573, 'epoch': 3.2}
{'loss': 3.0644, 'learning_rate': 0.0003857223453876533, 'epoch': 3.21}
{'loss': 3.2229, 'learning_rate': 0.00038564288381924083, 'epoch': 3.21}
{'loss': 2.9546, 'learning_rate': 0.00038556342225082844, 'epoch': 3.22}
{'loss': 2.743, 'learning_rate': 0.000385483960682416, 'epoch': 3.23}
{'loss': 3.0251, 'learning_rate': 0.0003854044991140035, 'epoch': 3.23}
{'loss': 3.0866, 'learning_rate': 0.0003853250375455911, 'epoch': 3.24}
{'loss': 3.1068, 'learning_rate': 0.00038524557597717865, 'epoch': 3.24}
{'loss': 3.0589, 'learning_rate': 0.0003851661144087662, 'epoch': 3.25}
{'loss': 3.0908, 'learning_rate': 0.0003850866528403538, 'epoch': 3.25}
{'loss': 3.0955, 'learning_rate': 0.00038500719127194136, 'epoch': 3.26}
{'loss': 3.0826, 'learning_rate': 0.0003849277297035289, 'epoch': 3.26}
{'loss': 3.0738, 'learning_rate': 0.00038484826813511646, 'epoch': 3.27}
{'eval_loss': 3.8527231216430664, 'eval_runtime': 12576.1598, 'eval_samples_per_second': 7.717, 'eval_steps_per_second': 0.02, 'epoch': 3.27}
{'loss': 3.1689, 'learning_rate': 0.000384768806566704, 'epoch': 3.27}
{'loss': 3.1016, 'learning_rate': 0.0003846893449982916, 'epoch': 3.28}
{'loss': 3.2276, 'learning_rate': 0.00038460988342987917, 'epoch': 3.28}
{'loss': 3.1612, 'learning_rate': 0.0003845304218614667, 'epoch': 3.29}
{'loss': 3.0841, 'learning_rate': 0.00038445096029305427, 'epoch': 3.3}
{'loss': 3.1485, 'learning_rate': 0.0003843714987246418, 'epoch': 3.3}
{'loss': 3.2363, 'learning_rate': 0.0003842920371562294, 'epoch': 3.31}
{'loss': 3.073, 'learning_rate': 0.000384212575587817, 'epoch': 3.31}
{'loss': 3.1929, 'learning_rate': 0.00038413311401940453, 'epoch': 3.32}
{'loss': 3.1834, 'learning_rate': 0.0003840536524509921, 'epoch': 3.32}
{'loss': 3.1724, 'learning_rate': 0.0003839741908825797, 'epoch': 3.33}
{'loss': 3.1288, 'learning_rate': 0.0003838947293141672, 'epoch': 3.33}
{'loss': 3.1406, 'learning_rate': 0.0003838152677457548, 'epoch': 3.34}
{'loss': 3.1391, 'learning_rate': 0.00038373580617734234, 'epoch': 3.34}
{'loss': 3.2071, 'learning_rate': 0.0003836563446089299, 'epoch': 3.35}
{'loss': 3.0851, 'learning_rate': 0.0003835768830405175, 'epoch': 3.35}
{'loss': 3.2195, 'learning_rate': 0.00038349742147210505, 'epoch': 3.36}
{'loss': 3.2204, 'learning_rate': 0.0003834179599036926, 'epoch': 3.36}
{'loss': 3.1903, 'learning_rate': 0.00038333849833528015, 'epoch': 3.37}
{'loss': 3.2176, 'learning_rate': 0.0003832590367668677, 'epoch': 3.38}
{'loss': 3.2347, 'learning_rate': 0.00038317957519845526, 'epoch': 3.38}
{'loss': 3.2082, 'learning_rate': 0.00038310011363004286, 'epoch': 3.39}
{'loss': 3.1721, 'learning_rate': 0.0003830206520616304, 'epoch': 3.39}
{'loss': 3.1162, 'learning_rate': 0.000382941190493218, 'epoch': 3.4}
{'loss': 3.1031, 'learning_rate': 0.0003828617289248055, 'epoch': 3.4}
{'eval_loss': 3.891871929168701, 'eval_runtime': 12971.8081, 'eval_samples_per_second': 7.482, 'eval_steps_per_second': 0.02, 'epoch': 3.4}
{'loss': 3.1216, 'learning_rate': 0.00038278226735639307, 'epoch': 3.41}
{'loss': 3.159, 'learning_rate': 0.0003827028057879807, 'epoch': 3.41}
{'loss': 3.1225, 'learning_rate': 0.0003826233442195682, 'epoch': 3.42}
{'loss': 3.1423, 'learning_rate': 0.0003825438826511558, 'epoch': 3.42}
{'loss': 3.0888, 'learning_rate': 0.0003824644210827434, 'epoch': 3.43}
{'loss': 3.0748, 'learning_rate': 0.00038238495951433094, 'epoch': 3.43}
{'loss': 3.1491, 'learning_rate': 0.00038230549794591843, 'epoch': 3.44}
{'loss': 3.0553, 'learning_rate': 0.00038222603637750604, 'epoch': 3.45}
{'loss': 3.1041, 'learning_rate': 0.0003821465748090936, 'epoch': 3.45}
{'loss': 3.0977, 'learning_rate': 0.0003820671132406812, 'epoch': 3.46}
{'loss': 3.0884, 'learning_rate': 0.00038198765167226875, 'epoch': 3.46}
{'loss': 3.1383, 'learning_rate': 0.0003819081901038563, 'epoch': 3.47}
{'loss': 3.1272, 'learning_rate': 0.00038182872853544385, 'epoch': 3.47}
{'loss': 3.1353, 'learning_rate': 0.0003817492669670314, 'epoch': 3.48}
{'loss': 3.1454, 'learning_rate': 0.00038166980539861895, 'epoch': 3.48}
{'loss': 3.217, 'learning_rate': 0.00038159034383020656, 'epoch': 3.49}
{'loss': 3.2003, 'learning_rate': 0.0003815108822617941, 'epoch': 3.49}
{'loss': 3.2682, 'learning_rate': 0.00038143142069338166, 'epoch': 3.5}
{'loss': 3.0822, 'learning_rate': 0.0003813519591249692, 'epoch': 3.5}
{'loss': 3.0782, 'learning_rate': 0.00038127249755655676, 'epoch': 3.51}
{'loss': 3.0967, 'learning_rate': 0.0003811930359881443, 'epoch': 3.51}
{'loss': 3.1299, 'learning_rate': 0.0003811135744197319, 'epoch': 3.52}
{'loss': 3.085, 'learning_rate': 0.0003810341128513195, 'epoch': 3.53}
{'loss': 3.1507, 'learning_rate': 0.0003809546512829071, 'epoch': 3.53}
{'loss': 3.1154, 'learning_rate': 0.00038087518971449463, 'epoch': 3.54}
