{'loss': 3.6475, 'learning_rate': 0.00012586712436530074, 'epoch': 0.94}
{'loss': 4.2691, 'learning_rate': 0.00015232782664664237, 'epoch': 1.14}
{'loss': 4.1649, 'learning_rate': 0.0001530429807623543, 'epoch': 1.15}
{'loss': 4.184, 'learning_rate': 0.00015375813487806622, 'epoch': 1.15}
{'loss': 4.1718, 'learning_rate': 0.00015447328899377818, 'epoch': 1.16}
{'loss': 4.2991, 'learning_rate': 0.0001551884431094901, 'epoch': 1.16}
{'loss': 4.206, 'learning_rate': 0.00015590359722520206, 'epoch': 1.17}
{'loss': 4.0532, 'learning_rate': 0.00015661875134091396, 'epoch': 1.17}
{'loss': 3.9788, 'learning_rate': 0.00015733390545662592, 'epoch': 1.18}
{'loss': 4.1086, 'learning_rate': 0.00015804905957233784, 'epoch': 1.19}
{'loss': 4.0302, 'learning_rate': 0.0001587642136880498, 'epoch': 1.19}
{'loss': 4.1358, 'learning_rate': 0.00015947936780376173, 'epoch': 1.2}
{'loss': 4.1025, 'learning_rate': 0.00016019452191947365, 'epoch': 1.2}
{'loss': 4.0871, 'learning_rate': 0.00016090967603518558, 'epoch': 1.21}
{'eval_loss': 4.418240070343018, 'eval_runtime': 11315.0948, 'eval_samples_per_second': 8.578, 'eval_steps_per_second': 0.022, 'epoch': 1.21}
{'loss': 4.1576, 'learning_rate': 0.00016162483015089754, 'epoch': 1.21}
{'loss': 4.1383, 'learning_rate': 0.00016233998426660947, 'epoch': 1.22}
{'loss': 3.8021, 'learning_rate': 0.0001630551383823214, 'epoch': 1.22}
{'loss': 3.8999, 'learning_rate': 0.00016377029249803332, 'epoch': 1.23}
{'loss': 4.1199, 'learning_rate': 0.00016448544661374528, 'epoch': 1.23}
{'loss': 4.0853, 'learning_rate': 0.0001652006007294572, 'epoch': 1.24}
{'loss': 4.0575, 'learning_rate': 0.00016591575484516916, 'epoch': 1.24}
{'loss': 4.0339, 'learning_rate': 0.00016663090896088106, 'epoch': 1.25}
{'loss': 4.022, 'learning_rate': 0.00016734606307659301, 'epoch': 1.26}
{'loss': 3.9937, 'learning_rate': 0.00016806121719230494, 'epoch': 1.26}
{'loss': 4.0125, 'learning_rate': 0.0001687763713080169, 'epoch': 1.27}
{'loss': 4.0902, 'learning_rate': 0.00016949152542372882, 'epoch': 1.27}
{'loss': 4.0082, 'learning_rate': 0.00017020667953944075, 'epoch': 1.28}
{'loss': 4.0371, 'learning_rate': 0.00017092183365515268, 'epoch': 1.28}
{'loss': 4.1003, 'learning_rate': 0.00017163698777086464, 'epoch': 1.29}
{'loss': 3.9948, 'learning_rate': 0.00017235214188657656, 'epoch': 1.29}
{'loss': 3.9328, 'learning_rate': 0.0001730672960022885, 'epoch': 1.3}
{'loss': 4.0669, 'learning_rate': 0.00017378245011800042, 'epoch': 1.3}
{'loss': 3.9872, 'learning_rate': 0.00017449760423371237, 'epoch': 1.31}
{'loss': 3.9559, 'learning_rate': 0.0001752127583494243, 'epoch': 1.31}
{'loss': 4.0145, 'learning_rate': 0.00017592791246513626, 'epoch': 1.32}
{'loss': 4.0254, 'learning_rate': 0.00017664306658084816, 'epoch': 1.32}
{'loss': 3.9307, 'learning_rate': 0.0001773582206965601, 'epoch': 1.33}
{'loss': 3.9888, 'learning_rate': 0.00017807337481227204, 'epoch': 1.34}
{'loss': 3.9729, 'learning_rate': 0.000178788528927984, 'epoch': 1.34}
{'eval_loss': 4.402322769165039, 'eval_runtime': 11397.952, 'eval_samples_per_second': 8.515, 'eval_steps_per_second': 0.022, 'epoch': 1.34}
{'loss': 3.9836, 'learning_rate': 0.00017950368304369592, 'epoch': 1.35}
{'loss': 3.9091, 'learning_rate': 0.00018021883715940785, 'epoch': 1.35}
{'loss': 3.9212, 'learning_rate': 0.0001809339912751198, 'epoch': 1.36}
{'loss': 3.9468, 'learning_rate': 0.00018164914539083173, 'epoch': 1.36}
{'loss': 3.9065, 'learning_rate': 0.0001823642995065437, 'epoch': 1.37}
{'loss': 3.8998, 'learning_rate': 0.00018307945362225562, 'epoch': 1.37}
{'loss': 3.9345, 'learning_rate': 0.00018379460773796754, 'epoch': 1.38}
{'loss': 3.8923, 'learning_rate': 0.00018450976185367947, 'epoch': 1.38}
{'loss': 3.8867, 'learning_rate': 0.00018522491596939143, 'epoch': 1.39}
{'loss': 3.8493, 'learning_rate': 0.00018594007008510336, 'epoch': 1.39}
{'loss': 3.8153, 'learning_rate': 0.00018665522420081528, 'epoch': 1.4}
{'loss': 3.7769, 'learning_rate': 0.0001873703783165272, 'epoch': 1.41}
{'loss': 3.8295, 'learning_rate': 0.00018808553243223917, 'epoch': 1.41}
{'loss': 3.798, 'learning_rate': 0.0001888006865479511, 'epoch': 1.42}
{'loss': 3.8211, 'learning_rate': 0.00018951584066366305, 'epoch': 1.42}
{'loss': 3.7901, 'learning_rate': 0.00019023099477937495, 'epoch': 1.43}
{'loss': 3.6976, 'learning_rate': 0.0001909461488950869, 'epoch': 1.43}
{'loss': 3.8452, 'learning_rate': 0.00019166130301079883, 'epoch': 1.44}
{'loss': 3.7358, 'learning_rate': 0.0001923764571265108, 'epoch': 1.44}
{'loss': 3.759, 'learning_rate': 0.00019309161124222271, 'epoch': 1.45}
{'loss': 3.7509, 'learning_rate': 0.00019380676535793464, 'epoch': 1.45}
{'loss': 3.7197, 'learning_rate': 0.00019452191947364657, 'epoch': 1.46}
{'loss': 3.7737, 'learning_rate': 0.00019523707358935853, 'epoch': 1.46}
{'loss': 3.7786, 'learning_rate': 0.00019595222770507045, 'epoch': 1.47}
{'loss': 3.7602, 'learning_rate': 0.00019666738182078238, 'epoch': 1.48}
{'eval_loss': 4.38755464553833, 'eval_runtime': 11226.4521, 'eval_samples_per_second': 8.645, 'eval_steps_per_second': 0.023, 'epoch': 1.48}
{'loss': 3.769, 'learning_rate': 0.0001973825359364943, 'epoch': 1.48}
{'loss': 3.8126, 'learning_rate': 0.00019809769005220626, 'epoch': 1.49}
{'loss': 3.8242, 'learning_rate': 0.0001988128441679182, 'epoch': 1.49}
{'loss': 3.8664, 'learning_rate': 0.00019952799828363015, 'epoch': 1.5}
{'loss': 3.773, 'learning_rate': 0.00020024315239934207, 'epoch': 1.5}
{'loss': 3.6956, 'learning_rate': 0.00020095830651505398, 'epoch': 1.51}
{'loss': 3.733, 'learning_rate': 0.00020167346063076593, 'epoch': 1.51}
{'loss': 3.6982, 'learning_rate': 0.00020238861474647789, 'epoch': 1.52}
{'loss': 3.7298, 'learning_rate': 0.0002031037688621898, 'epoch': 1.52}
{'loss': 3.7162, 'learning_rate': 0.00020381892297790171, 'epoch': 1.53}
{'loss': 3.7645, 'learning_rate': 0.00020453407709361367, 'epoch': 1.53}
{'loss': 3.6788, 'learning_rate': 0.00020524923120932562, 'epoch': 1.54}
{'loss': 3.6741, 'learning_rate': 0.00020596438532503758, 'epoch': 1.54}
{'loss': 3.6667, 'learning_rate': 0.00020667953944074948, 'epoch': 1.55}
{'loss': 3.6641, 'learning_rate': 0.0002073946935564614, 'epoch': 1.56}
{'loss': 3.5868, 'learning_rate': 0.00020810984767217336, 'epoch': 1.56}
{'loss': 3.6383, 'learning_rate': 0.00020882500178788532, 'epoch': 1.57}
{'loss': 3.5925, 'learning_rate': 0.00020954015590359725, 'epoch': 1.57}
{'loss': 3.6854, 'learning_rate': 0.00021025531001930917, 'epoch': 1.58}
{'loss': 3.5712, 'learning_rate': 0.0002109704641350211, 'epoch': 1.58}
{'loss': 3.5806, 'learning_rate': 0.00021168561825073306, 'epoch': 1.59}
{'loss': 3.6181, 'learning_rate': 0.000212400772366445, 'epoch': 1.59}
{'loss': 3.5782, 'learning_rate': 0.0002131159264821569, 'epoch': 1.6}
{'loss': 3.6617, 'learning_rate': 0.00021383108059786884, 'epoch': 1.6}
{'loss': 3.5846, 'learning_rate': 0.0002145462347135808, 'epoch': 1.61}
{'eval_loss': 4.383377552032471, 'eval_runtime': 11345.3587, 'eval_samples_per_second': 8.555, 'eval_steps_per_second': 0.022, 'epoch': 1.61}
{'loss': 3.649, 'learning_rate': 0.00021526138882929275, 'epoch': 1.61}
{'loss': 3.6152, 'learning_rate': 0.00021597654294500465, 'epoch': 1.62}
{'loss': 3.6811, 'learning_rate': 0.0002166916970607166, 'epoch': 1.63}
{'loss': 3.6889, 'learning_rate': 0.00021740685117642853, 'epoch': 1.63}
{'loss': 3.7322, 'learning_rate': 0.0002181220052921405, 'epoch': 1.64}
{'loss': 3.6161, 'learning_rate': 0.0002188371594078524, 'epoch': 1.64}
{'loss': 3.612, 'learning_rate': 0.00021955231352356434, 'epoch': 1.65}
{'loss': 3.5846, 'learning_rate': 0.00022026746763927627, 'epoch': 1.65}
{'loss': 3.5504, 'learning_rate': 0.00022098262175498823, 'epoch': 1.66}
{'loss': 3.5371, 'learning_rate': 0.00022169777587070013, 'epoch': 1.66}
{'loss': 3.5353, 'learning_rate': 0.00022241292998641208, 'epoch': 1.67}
{'loss': 3.5588, 'learning_rate': 0.00022312808410212404, 'epoch': 1.67}
{'loss': 3.5475, 'learning_rate': 0.00022384323821783596, 'epoch': 1.68}
{'loss': 3.5358, 'learning_rate': 0.00022455839233354787, 'epoch': 1.68}
{'loss': 3.5155, 'learning_rate': 0.00022527354644925982, 'epoch': 1.69}
{'loss': 3.5459, 'learning_rate': 0.00022598870056497178, 'epoch': 1.69}
{'loss': 3.5866, 'learning_rate': 0.0002267038546806837, 'epoch': 1.7}
{'loss': 3.5583, 'learning_rate': 0.0002274190087963956, 'epoch': 1.71}
{'loss': 3.5144, 'learning_rate': 0.00022813416291210756, 'epoch': 1.71}
{'loss': 3.4926, 'learning_rate': 0.00022884931702781951, 'epoch': 1.72}
{'loss': 3.5579, 'learning_rate': 0.00022956447114353147, 'epoch': 1.72}
{'loss': 3.4852, 'learning_rate': 0.00023027962525924337, 'epoch': 1.73}
{'loss': 3.4768, 'learning_rate': 0.0002309947793749553, 'epoch': 1.73}
{'loss': 3.5144, 'learning_rate': 0.00023170993349066725, 'epoch': 1.74}
{'loss': 3.4864, 'learning_rate': 0.0002324250876063792, 'epoch': 1.74}
{'eval_loss': 4.400279998779297, 'eval_runtime': 11338.5474, 'eval_samples_per_second': 8.56, 'eval_steps_per_second': 0.022, 'epoch': 1.74}
{'loss': 3.479, 'learning_rate': 0.0002331402417220911, 'epoch': 1.75}
{'loss': 3.4814, 'learning_rate': 0.00023385539583780304, 'epoch': 1.75}
{'loss': 3.374, 'learning_rate': 0.000234570549953515, 'epoch': 1.76}
{'loss': 3.3843, 'learning_rate': 0.00023528570406922695, 'epoch': 1.76}
{'loss': 3.4232, 'learning_rate': 0.00023600085818493885, 'epoch': 1.77}
{'loss': 3.345, 'learning_rate': 0.0002367160123006508, 'epoch': 1.78}
{'loss': 3.4635, 'learning_rate': 0.00023743116641636273, 'epoch': 1.78}
{'loss': 3.3816, 'learning_rate': 0.00023814632053207468, 'epoch': 1.79}
{'loss': 3.4177, 'learning_rate': 0.00023886147464778664, 'epoch': 1.79}
{'loss': 3.3682, 'learning_rate': 0.00023957662876349854, 'epoch': 1.8}
{'loss': 3.3828, 'learning_rate': 0.00024029178287921047, 'epoch': 1.8}
{'loss': 3.3201, 'learning_rate': 0.00024100693699492242, 'epoch': 1.81}
{'loss': 3.3311, 'learning_rate': 0.00024172209111063438, 'epoch': 1.81}
{'loss': 3.3226, 'learning_rate': 0.00024243724522634628, 'epoch': 1.82}
{'loss': 3.4488, 'learning_rate': 0.00024315239934205823, 'epoch': 1.82}
{'loss': 3.4401, 'learning_rate': 0.00024386755345777016, 'epoch': 1.83}
{'loss': 3.3492, 'learning_rate': 0.00024458270757348214, 'epoch': 1.83}
{'loss': 3.2779, 'learning_rate': 0.000245297861689194, 'epoch': 1.84}
{'loss': 3.2979, 'learning_rate': 0.00024601301580490595, 'epoch': 1.85}
{'loss': 3.3141, 'learning_rate': 0.00024672816992061793, 'epoch': 1.85}
{'loss': 3.2841, 'learning_rate': 0.00024744332403632986, 'epoch': 1.86}
{'loss': 3.3161, 'learning_rate': 0.0002481584781520418, 'epoch': 1.86}
{'loss': 3.2962, 'learning_rate': 0.0002488736322677537, 'epoch': 1.87}
{'loss': 3.2381, 'learning_rate': 0.00024958878638346564, 'epoch': 1.87}
{'loss': 3.2642, 'learning_rate': 0.0002503039404991776, 'epoch': 1.88}
